locusId	sysName	desc	comb
SMa2355	SMa2355	DNA polymerase IV	SMa2355 DNA polymerase IV
SMa2357	SMa2357	guanylate cyclase	SMa2357 guanylate cyclase
SMa2359	SMa2359	hypothetical protein	SMa2359 hypothetical protein
SMa2361	SMa2361	hypothetical protein	SMa2361 hypothetical protein
SMa2363	SMa2363	amidase	SMa2363 amidase
SMa2365	SMa2365	ABC transporter ATP-binding protein	SMa2365 ABC transporter ATP-binding protein
SMa2367	SMa2367	ABC transporter permease	SMa2367 ABC transporter permease
SMa2369	SMa2369	ABC transporter permease	SMa2369 ABC transporter permease
SMa2371	SMa2371	cytosine deaminase	SMa2371 cytosine deaminase
SMa2377	SMa2377	Permease, MFS	SMa2377 Permease, MFS
SMa2379	SMa2379	KatB catalase/peroxidase	SMa2379 KatB catalase/peroxidase
SMa2381	SMa2381	hypothetical protein	SMa2381 hypothetical protein
SMa2383	SMa2383	oxidoreductase	SMa2383 oxidoreductase
SMa2385	SMa2385	ABC transporter ATP-binding protein	SMa2385 ABC transporter ATP-binding protein
SMa2387	SMa2387	TetR family transcriptional regulator	SMa2387 TetR family transcriptional regulator
SMa2389	SMa2389	OsmC-like protein	SMa2389 OsmC-like protein
SMa2400	SMa2400	diaminobutyrate--2-oxoglutarate aminotransferase	SMa2400 diaminobutyrate--2-oxoglutarate aminotransferase
SMa2402	SMa2402	RhsB L-2,4-diaminobutyrate decarboxylase	SMa2402 RhsB L-2,4-diaminobutyrate decarboxylase
SMa2404	SMa2404	RhbC rhizobactin biosynthesis protein	SMa2404 RhbC rhizobactin biosynthesis protein
SMa2406	SMa2406	RhbD rhizobactin siderophore biosynthesis protein	SMa2406 RhbD rhizobactin siderophore biosynthesis protein
SMa2408	SMa2408	RhbE rhizobactin siderophore biosynthesis protein	SMa2408 RhbE rhizobactin siderophore biosynthesis protein
SMa2410	SMa2410	RhbF rhizobactin siderophore biosynthesis protein RhsF	SMa2410 RhbF rhizobactin siderophore biosynthesis protein RhsF
SMa2412	SMa2412	RhrA transcriptional activator	SMa2412 RhrA transcriptional activator
SMa2414	SMa2414	RhtA rhizobactin receptor precursor	SMa2414 RhtA rhizobactin receptor precursor
SMa5000	SMa5000	hypothetical protein	SMa5000 hypothetical protein
SMa5001	SMa5001	hypothetical protein	SMa5001 hypothetical protein
SMa5002	SMa5002	hypothetical protein	SMa5002 hypothetical protein
SMa5003	SMa5003	hypothetical protein	SMa5003 hypothetical protein
SMa5006	SMa5006	hypothetical protein	SMa5006 hypothetical protein
SMa5007	SMa5007	transcriptional regulator	SMa5007 transcriptional regulator
SMa5008	SMa5008	hypothetical protein	SMa5008 hypothetical protein
SMa5009	SMa5009	hypothetical protein	SMa5009 hypothetical protein
SMa5010	SMa5010	hypothetical protein	SMa5010 hypothetical protein
SMa5011	SMa5011	oxidoreductase	SMa5011 oxidoreductase
SMa5012	SMa5012	hypothetical protein	SMa5012 hypothetical protein
SMa5013	SMa5013	hypothetical protein	SMa5013 hypothetical protein
SMa5014	SMa5014	hypothetical protein	SMa5014 hypothetical protein
SMa5015	SMa5015	hypothetical protein	SMa5015 hypothetical protein
SMa5016	SMa5016	hypothetical protein	SMa5016 hypothetical protein
SMa5018	SMa5018	hypothetical protein	SMa5018 hypothetical protein
SMa5019	SMa5019	hypothetical protein	SMa5019 hypothetical protein
SMa5020	SMa5020	hypothetical protein	SMa5020 hypothetical protein
SMa5021	SMa5021	hypothetical protein	SMa5021 hypothetical protein
SMa5022	SMa5022	hypothetical protein	SMa5022 hypothetical protein
SMa5023	SMa5023	hypothetical protein	SMa5023 hypothetical protein
SMa5024	SMa5024	hypothetical protein	SMa5024 hypothetical protein
SMa5025	SMa5025	hypothetical protein	SMa5025 hypothetical protein
SMa5026	SMa5026	hypothetical protein	SMa5026 hypothetical protein
SMa5027	SMa5027	hypothetical protein	SMa5027 hypothetical protein
SMa5030	SMa5030	TetR family transcriptional regulator	SMa5030 TetR family transcriptional regulator
SMa5031	SMa5031	hypothetical protein	SMa5031 hypothetical protein
SMa5032	SMa5032	hypothetical protein	SMa5032 hypothetical protein
SMa5033	SMa5033	hypothetical protein	SMa5033 hypothetical protein
SMa5034	SMa5034	hypothetical protein	SMa5034 hypothetical protein
SMa5036	SMa5036	hypothetical protein	SMa5036 hypothetical protein
SMc00001	SMc00001	hypothetical protein	SMc00001 hypothetical protein
SMc00003	SMc00003	chaperone protein	SMc00003 chaperone protein
SMc00006	SMc00006	hypothetical protein	SMc00006 hypothetical protein
SMc00008	SMc00008	riboflavin biosynthesis protein RibA	SMc00008 riboflavin biosynthesis protein RibA
SMc00009	SMc00009	cytochrome C oxidase subunit II protein	SMc00009 cytochrome C oxidase subunit II protein
SMc00010	SMc00010	cytochrome C oxidase polypeptide I transmembrane protein	SMc00010 cytochrome C oxidase polypeptide I transmembrane protein
SMc00012	SMc00012	cytochrome C oxidase assembly protein	SMc00012 cytochrome C oxidase assembly protein
SMc00013	SMc00013	cytochrome C oxidase subunit III transmembrane protein	SMc00013 cytochrome C oxidase subunit III transmembrane protein
SMc00014	SMc00014	hypothetical protein	SMc00014 hypothetical protein
SMc00017	SMc00017	homoserine kinase	SMc00017 homoserine kinase
SMc00019	SMc00019	hypothetical protein	SMc00019 hypothetical protein
SMc00024	SMc00024	chromosome partition protein	SMc00024 chromosome partition protein
SMc00025	SMc00025	pyruvate phosphate dikinase	SMc00025 pyruvate phosphate dikinase
SMc00026	SMc00026	hypothetical protein	SMc00026 hypothetical protein
SMc00027	SMc00027	hypothetical protein	SMc00027 hypothetical protein
SMc00028	SMc00028	hypothetical protein	SMc00028 hypothetical protein
SMc00029	SMc00029	hypothetical protein	SMc00029 hypothetical protein
SMc00030	SMc00030	hypothetical protein	SMc00030 hypothetical protein
SMc00031	SMc00031	hypothetical protein	SMc00031 hypothetical protein
SMc00032	SMc00032	hypothetical protein	SMc00032 hypothetical protein
SMc00033	SMc00033	hypothetical protein	SMc00033 hypothetical protein
SMc00034	SMc00034	oxidoreductase	SMc00034 oxidoreductase
SMc00035	SMc00035	hypothetical protein	SMc00035 hypothetical protein
SMc00036	SMc00036	glutathione S-transferase	SMc00036 glutathione S-transferase
SMc00037	SMc00037	transcriptional regulator	SMc00037 transcriptional regulator
SMc00038	SMc00038	hypothetical protein	SMc00038 hypothetical protein
SMc00039	SMc00039	hypothetical protein	SMc00039 hypothetical protein
SMc00040	SMc00040	hypothetical protein	SMc00040 hypothetical protein
SMc00041	SMc00041	hypothetical protein	SMc00041 hypothetical protein
SMc00042	SMc00042	aminotransferase	SMc00042 aminotransferase
SMc00043	SMc00043	superoxide dismutase Fe protein	SMc00043 superoxide dismutase Fe protein
SMc00044	SMc00044	amino acid efflux protein	SMc00044 amino acid efflux protein
SMc00045	SMc00045	cytochrome C signal peptide protein	SMc00045 cytochrome C signal peptide protein
SMc00047	SMc00047	beta-lactamase signal peptide protein	SMc00047 beta-lactamase signal peptide protein
SMc00048	SMc00048	hypothetical protein	SMc00048 hypothetical protein
SMc00049	SMc00049	hypothetical protein	SMc00049 hypothetical protein
SMc00053	SMc00053	monovalent cation/H+ antiporter subunit C	SMc00053 monovalent cation/H+ antiporter subunit C
SMc00060	SMc00060	hypothetical protein	SMc00060 hypothetical protein
SMc00061	SMc00061	hypothetical protein	SMc00061 hypothetical protein
SMc00062	SMc00062	hypothetical protein	SMc00062 hypothetical protein
SMc00064	SMc00064	hypothetical protein	SMc00064 hypothetical protein
SMc00067	SMc00067	outer-membranne lipoprotein	SMc00067 outer-membranne lipoprotein
SMc00068	SMc00068	hypothetical protein	SMc00068 hypothetical protein
SMc00070	SMc00070	signal peptide protein	SMc00070 signal peptide protein
SMc00073	SMc00073	hypothetical protein	SMc00073 hypothetical protein
SMc00075	SMc00075	ribosomal-protein-alanine acetyltransferase	SMc00075 ribosomal-protein-alanine acetyltransferase
SMc00078	SMc00078	Leu/Ile/Val-binding protein	SMc00078 Leu/Ile/Val-binding protein
SMc00079	SMc00079	hypothetical protein	SMc00079 hypothetical protein
SMc00080	SMc00080	hypothetical protein	SMc00080 hypothetical protein
SMc00081	SMc00081	hypothetical protein	SMc00081 hypothetical protein
SMc00083	SMc00083	hypothetical protein	SMc00083 hypothetical protein
SMc00084	SMc00084	hypothetical protein	SMc00084 hypothetical protein
SMc00085	SMc00085	cytochrome oxidase complex biogenesis factor transmembrane protein	SMc00085 cytochrome oxidase complex biogenesis factor transmembrane protein
SMc00086	SMc00086	diheme cytochrome C-type signal peptide protein	SMc00086 diheme cytochrome C-type signal peptide protein
SMc00087	SMc00087	hydrolase	SMc00087 hydrolase
SMc00088	SMc00088	hypothetical protein	SMc00088 hypothetical protein
SMc00089	SMc00089	hypothetical protein	SMc00089 hypothetical protein
SMc00090	SMc00090	sulfate adenylyltransferase	SMc00090 sulfate adenylyltransferase
SMc00091	SMc00091	sulfate adenylyltransferase	SMc00091 sulfate adenylyltransferase
SMc00092	SMc00092	phosphoadenosine phosphosulfate reductase	SMc00092 phosphoadenosine phosphosulfate reductase
SMc00093	SMc00093	choline dehydrogenase	SMc00093 choline dehydrogenase
SMc00094	SMc00094	betaine aldehyde dehydrogenase	SMc00094 betaine aldehyde dehydrogenase
SMc00095	SMc00095	transcriptional regulator BetI	SMc00095 transcriptional regulator BetI
SMc00096	SMc00096	hypothetical protein	SMc00096 hypothetical protein
SMc00097	SMc00097	glutathione S-transferase	SMc00097 glutathione S-transferase
SMc00098	SMc00098	transcriptional regulator	SMc00098 transcriptional regulator
SMc00099	SMc00099	alkylphosphonate uptake protein	SMc00099 alkylphosphonate uptake protein
SMc00100	SMc00100	hypothetical protein	SMc00100 hypothetical protein
SMc00101	SMc00101	oxidoreductase	SMc00101 oxidoreductase
SMc00103	SMc00103	alpha-halocarboxylic acid dehalogenase	SMc00103 alpha-halocarboxylic acid dehalogenase
SMc00104	SMc00104	hypothetical protein	SMc00104 hypothetical protein
SMc00105	SMc00105	oxidoreductase transmembrane protein	SMc00105 oxidoreductase transmembrane protein
SMc00106	SMc00106	hypothetical protein	SMc00106 hypothetical protein
SMc00107	SMc00107	transcriptional regulator	SMc00107 transcriptional regulator
SMc00108	SMc00108	acetyltransferase	SMc00108 acetyltransferase
SMc00109	SMc00109	transcriptional regulator	SMc00109 transcriptional regulator
SMc00110	SMc00110	glucose dehydrogenase	SMc00110 glucose dehydrogenase
SMc00114	SMc00114	protease II oligopeptidase B hydrolase serine protease	SMc00114 protease II oligopeptidase B hydrolase serine protease
SMc00115	SMc00115	hypothetical protein	SMc00115 hypothetical protein
SMc00116	SMc00116	hypothetical protein	SMc00116 hypothetical protein
SMc00117	SMc00117	hypothetical protein	SMc00117 hypothetical protein
SMc00127	SMc00127	choline sulfatase	SMc00127 choline sulfatase
SMc00129	SMc00129	sensor histidine kinase	SMc00129 sensor histidine kinase
SMc00131	SMc00131	transcriptional regulator	SMc00131 transcriptional regulator
SMc00132	SMc00132	hypothetical protein	SMc00132 hypothetical protein
SMc00133	SMc00133	oxidoreductase	SMc00133 oxidoreductase
SMc00134	SMc00134	hypothetical protein	SMc00134 hypothetical protein
SMc00135	SMc00135	hypothetical protein	SMc00135 hypothetical protein
SMc00136	SMc00136	oxidoreductase	SMc00136 oxidoreductase
SMc00137	SMc00137	hypothetical protein	SMc00137 hypothetical protein
SMc00138	SMc00138	amino acid ABC transporter permease	SMc00138 amino acid ABC transporter permease
SMc00139	SMc00139	amino acid ABC transporter permease	SMc00139 amino acid ABC transporter permease
SMc00140	SMc00140	amino-acid binding periplasmic protein	SMc00140 amino-acid binding periplasmic protein
SMc00141	SMc00141	hypothetical protein	SMc00141 hypothetical protein
SMc00142	SMc00142	molybdopterin-guanine dinucleotide biosynthesis protein	SMc00142 molybdopterin-guanine dinucleotide biosynthesis protein
SMc00143	SMc00143	molybdopterin-guanine dinucleotide biosynthesis protein MobA	SMc00143 molybdopterin-guanine dinucleotide biosynthesis protein MobA
SMc00144	SMc00144	molybdenum cofactor biosynthesis protein A	SMc00144 molybdenum cofactor biosynthesis protein A
SMc00145	SMc00145	hypothetical protein	SMc00145 hypothetical protein
SMc00147	SMc00147	hypothetical protein	SMc00147 hypothetical protein
SMc00148	SMc00148	hypothetical protein	SMc00148 hypothetical protein
SMc00150	SMc00150	hypothetical protein	SMc00150 hypothetical protein
SMc00151	SMc00151	phosphoglycolate phosphatase	SMc00151 phosphoglycolate phosphatase
SMc00156	SMc00156	hypothetical protein	SMc00156 hypothetical protein
SMc00157	SMc00157	hypothetical protein	SMc00157 hypothetical protein
SMc00158	SMc00158	hypothetical protein	SMc00158 hypothetical protein
SMc00159	SMc00159	signal peptide protein	SMc00159 signal peptide protein
SMc00162	SMc00162	hypothetical protein	SMc00162 hypothetical protein
SMc00163	SMc00163	transcriptional regulator	SMc00163 transcriptional regulator
SMc00164	SMc00164	hypothetical protein	SMc00164 hypothetical protein
SMc00165	SMc00165	short chain dehydrogenase	SMc00165 short chain dehydrogenase
SMc00166	SMc00166	oxidoreductase NAD protein	SMc00166 oxidoreductase NAD protein
SMc00167	SMc00167	signal peptide protein	SMc00167 signal peptide protein
SMc00168	SMc00168	autoinducer synthase	SMc00168 autoinducer synthase
SMc00169	SMc00169	malic enzyme	SMc00169 malic enzyme
SMc00170	SMc00170	transcription regulator HSL-dependent protein	SMc00170 transcription regulator HSL-dependent protein
SMc00171	SMc00171	hypothetical protein	SMc00171 hypothetical protein
SMc00172	SMc00172	TARNSPORT protein transmembrane	SMc00172 TARNSPORT protein transmembrane
SMc00174	SMc00174	hypothetical protein	SMc00174 hypothetical protein
SMc00175	SMc00175	ABC transporter ATP-binding protein	SMc00175 ABC transporter ATP-binding protein
SMc00176	SMc00176	hypothetical protein	SMc00176 hypothetical protein
SMc00177	SMc00177	hypothetical protein	SMc00177 hypothetical protein
SMc00178	SMc00178	hypothetical protein	SMc00178 hypothetical protein
SMc00179	SMc00179	hypothetical protein	SMc00179 hypothetical protein
SMc00182	SMc00182	transcriptional regulator	SMc00182 transcriptional regulator
SMc00183	SMc00183	hypothetical protein	SMc00183 hypothetical protein
SMc00184	SMc00184	tRNA/rRNA methyltransferase	SMc00184 tRNA/rRNA methyltransferase
SMc00185	SMc00185	ABC transporter ATP-binding protein	SMc00185 ABC transporter ATP-binding protein
SMc00186	SMc00186	ABC transporter ATP-binding protein	SMc00186 ABC transporter ATP-binding protein
SMc00187	SMc00187	ubiquinol-cytochrome C reductase iron-sulfur subunit protein	SMc00187 ubiquinol-cytochrome C reductase iron-sulfur subunit protein
SMc00188	SMc00188	cytochrome B transmembrane protein	SMc00188 cytochrome B transmembrane protein
SMc00189	SMc00189	cytochrome C1 protein	SMc00189 cytochrome C1 protein
SMc00191	SMc00191	hypothetical protein	SMc00191 hypothetical protein
SMc00193	SMc00193	hypothetical protein	SMc00193 hypothetical protein
SMc00194	SMc00194	hypothetical protein	SMc00194 hypothetical protein
SMc00196	SMc00196	transporter	SMc00196 transporter
SMc00197	SMc00197	hypothetical protein	SMc00197 hypothetical protein
SMc00198	SMc00198	hypothetical protein	SMc00198 hypothetical protein
SMc00225	SMc00225	trans-aconitate 2-methyltransferase	SMc00225 trans-aconitate 2-methyltransferase
SMc00228	SMc00228	ATP-dependent DNA helicase RecG	SMc00228 ATP-dependent DNA helicase RecG
SMc00229	SMc00229	hypothetical protein	SMc00229 hypothetical protein
SMc00230	SMc00230	hypothetical protein	SMc00230 hypothetical protein
SMc00233	SMc00233	hypothetical protein	SMc00233 hypothetical protein
SMc00235	SMc00235	anthranilate phosphoribosyltransferase	SMc00235 anthranilate phosphoribosyltransferase
SMc00236	SMc00236	Indole-3-glycerol phosphate synthase	SMc00236 Indole-3-glycerol phosphate synthase
SMc00237	SMc00237	molybdenum cofactor biosynthesis protein MoaC	SMc00237 molybdenum cofactor biosynthesis protein MoaC
SMc00238	SMc00238	molybdopterin biosynthesis protein	SMc00238 molybdopterin biosynthesis protein
SMc00239	SMc00239	hypothetical protein	SMc00239 hypothetical protein
SMc00240	SMc00240	hypothetical protein	SMc00240 hypothetical protein
SMc00241	SMc00241	transcriptional regulator	SMc00241 transcriptional regulator
SMc00242	SMc00242	signal peptide protein	SMc00242 signal peptide protein
SMc00243	SMc00243	ABC transporter permease	SMc00243 ABC transporter permease
SMc00244	SMc00244	ABC transporter permease	SMc00244 ABC transporter permease
SMc00245	SMc00245	ABC transporter ATP-binding protein	SMc00245 ABC transporter ATP-binding protein
SMc00246	SMc00246	quinone oxidoreductase	SMc00246 quinone oxidoreductase
SMc00247	SMc00247	phosphatidylcholine synthase	SMc00247 phosphatidylcholine synthase
SMc00249	SMc00249	hypothetical protein	SMc00249 hypothetical protein
SMc00250	SMc00250	hypothetical protein	SMc00250 hypothetical protein
SMc00251	SMc00251	hypothetical protein	SMc00251 hypothetical protein
SMc00252	SMc00252	signal peptide protein	SMc00252 signal peptide protein
SMc00253	SMc00253	signal peptide protein	SMc00253 signal peptide protein
SMc00254	SMc00254	hypothetical protein	SMc00254 hypothetical protein
SMc00255	SMc00255	hypothetical protein	SMc00255 hypothetical protein
SMc00256	SMc00256	transcriptional regulator	SMc00256 transcriptional regulator
SMc00257	SMc00257	outer-membrane protein	SMc00257 outer-membrane protein
SMc00258	SMc00258	signal peptide protein	SMc00258 signal peptide protein
SMc00259	SMc00259	hypothetical protein	SMc00259 hypothetical protein
SMc00260	SMc00260	oxidoreductase	SMc00260 oxidoreductase
SMc00261	SMc00261	acyl-CoA synthetase	SMc00261 acyl-CoA synthetase
SMc00262	SMc00262	acetyl-CoA acetyltransferase	SMc00262 acetyl-CoA acetyltransferase
SMc00263	SMc00263	transcriptional regulator	SMc00263 transcriptional regulator
SMc00264	SMc00264	oxidoreductase	SMc00264 oxidoreductase
SMc00265	SMc00265	periplasmic binding protein	SMc00265 periplasmic binding protein
SMc00266	SMc00266	transmembrane protein	SMc00266 transmembrane protein
SMc00267	SMc00267	hypothetical protein	SMc00267 hypothetical protein
SMc00268	SMc00268	oxidoreductase	SMc00268 oxidoreductase
SMc00269	SMc00269	transketolase	SMc00269 transketolase
SMc00270	SMc00270	transketolase subunit alpha	SMc00270 transketolase subunit alpha
SMc00271	SMc00271	periplasmic binding protein	SMc00271 periplasmic binding protein
SMc00272	SMc00272	hypothetical protein	SMc00272 hypothetical protein
SMc00273	SMc00273	transmembrane protein	SMc00273 transmembrane protein
