Name,Sequence Name,Type,Minimum,Maximum,Direction,gene,locus_tag,old_locus_tag,protein_id,Length,product
WP_011651914.1,NC_008380.1,CDS,2457502,2459097,forward,,RL_RS12070,RL2338,WP_011651914.1,1596,ABC transporter substrate-binding protein
RL_RS12070,NC_008380.1,gene,2457502,2459097,forward,,RL_RS12070,RL2338,WP_011651914.1,1596,
WP_011651915.1,NC_008380.1,CDS,2459119,2460147,forward,,RL_RS12075,RL2339,WP_011651915.1,1029,ABC transporter permease
RL_RS12075,NC_008380.1,gene,2459119,2460147,forward,,RL_RS12075,RL2339,WP_011651915.1,1029,
WP_011651916.1,NC_008380.1,CDS,2460144,2461046,forward,,RL_RS12080,RL2340,WP_011651916.1,903,ABC transporter permease
RL_RS12080,NC_008380.1,gene,2460144,2461046,forward,,RL_RS12080,RL2340,WP_011651916.1,903,
WP_033182597.1,NC_008380.1,CDS,2461033,2461878,forward,,RL_RS12085,RL2341,WP_033182597.1,846,ABC transporter ATP-binding protein
RL_RS12085,NC_008380.1,gene,2461033,2461878,forward,,RL_RS12085,RL2341,WP_033182597.1,846,
WP_011651918.1,NC_008380.1,CDS,2461875,2462618,forward,,RL_RS12090,RL2342,WP_011651918.1,744,ABC transporter ATP-binding protein
RL_RS12090,NC_008380.1,gene,2461875,2462618,forward,,RL_RS12090,RL2342,WP_011651918.1,744,
WP_011651919.1,NC_008380.1,CDS,2462843,2463898,reverse,,RL_RS12095,RL2343,WP_011651919.1,1056,LacI family transcriptional regulator
RL_RS12095,NC_008380.1,gene,2462843,2463898,reverse,,RL_RS12095,RL2343,WP_011651919.1,1056,
WP_011651920.1,NC_008380.1,CDS,2464085,2466607,forward,,RL_RS12100,RL2344,WP_011651920.1,2523,hypothetical protein
RL_RS12100,NC_008380.1,gene,2464085,2466607,forward,,RL_RS12100,RL2344,WP_011651920.1,2523,
WP_011651921.1,NC_008380.1,CDS,2466672,2467931,forward,,RL_RS12105,RL2345,WP_011651921.1,1260,ABC transporter substrate-binding protein
RL_RS12105,NC_008380.1,gene,2466672,2467931,forward,,RL_RS12105,RL2345,WP_011651921.1,1260,
WP_011651922.1,NC_008380.1,CDS,2467943,2468980,forward,,RL_RS12110,RL2346,WP_011651922.1,1038,sugar ABC transporter permease
RL_RS12110,NC_008380.1,gene,2467943,2468980,forward,,RL_RS12110,RL2346,WP_011651922.1,1038,
WP_011651923.1,NC_008380.1,CDS,2468977,2470026,forward,,RL_RS12115,RL2347,WP_011651923.1,1050,carbohydrate ABC transporter permease
RL_RS12115,NC_008380.1,gene,2468977,2470026,forward,,RL_RS12115,RL2347,WP_011651923.1,1050,
WP_011651924.1,NC_008380.1,CDS,2470058,2471137,forward,ugpC,RL_RS12120,RL2348,WP_011651924.1,1080,sn-glycerol-3-phosphate ABC transporter ATP-binding protein UgpC
ugpC,NC_008380.1,gene,2470058,2471137,forward,ugpC,RL_RS12120,RL2348,WP_011651924.1,1080,
CDS,NC_008380.1,CDS,2471174,2473385,reverse,,RL_RS12125,RL2349,,2212,xanthine dehydrogenase family protein molybdopterin-binding subunit
RL_RS12125,NC_008380.1,pseudogene,2471174,2473385,reverse,,RL_RS12125,RL2349,,2212,
WP_011651925.1,NC_008380.1,CDS,2473639,2474622,reverse,,RL_RS12130,RL2350,WP_011651925.1,984,amidohydrolase family protein
RL_RS12130,NC_008380.1,gene,2473639,2474622,reverse,,RL_RS12130,RL2350,WP_011651925.1,984,
WP_011651926.1,NC_008380.1,CDS,2474639,2475328,reverse,,RL_RS12135,RL2351,WP_011651926.1,690,type 1 glutamine amidotransferase domain-containing protein
RL_RS12135,NC_008380.1,gene,2474639,2475328,reverse,,RL_RS12135,RL2351,WP_011651926.1,690,
WP_029875229.1,NC_008380.1,CDS,2475477,2475776,reverse,,RL_RS12140,,WP_029875229.1,300,hypothetical protein
RL_RS12140,NC_008380.1,gene,2475477,2475776,reverse,,RL_RS12140,,WP_029875229.1,300,
WP_011651928.1,NC_008380.1,CDS,2476107,2477012,forward,,RL_RS12145,RL2353,WP_011651928.1,906,LysR family transcriptional regulator
RL_RS12145,NC_008380.1,gene,2476107,2477012,forward,,RL_RS12145,RL2353,WP_011651928.1,906,
WP_011651929.1,NC_008380.1,CDS,2477095,2477988,reverse,,RL_RS12150,RL2354,WP_011651929.1,894,LysR family transcriptional regulator
RL_RS12150,NC_008380.1,gene,2477095,2477988,reverse,,RL_RS12150,RL2354,WP_011651929.1,894,
WP_041936323.1,NC_008380.1,CDS,2478130,2478924,reverse,,RL_RS12155,RL2355,WP_041936323.1,795,carboxymuconolactone decarboxylase family protein
RL_RS12155,NC_008380.1,gene,2478130,2478924,reverse,,RL_RS12155,RL2355,WP_041936323.1,795,
WP_011651931.1,NC_008380.1,CDS,2479062,2480045,reverse,,RL_RS12160,RL2356,WP_011651931.1,984,aldo/keto reductase
RL_RS12160,NC_008380.1,gene,2479062,2480045,reverse,,RL_RS12160,RL2356,WP_011651931.1,984,
WP_011651932.1,NC_008380.1,CDS,2480138,2480518,reverse,,RL_RS12165,RL2357,WP_011651932.1,381,DUF2255 family protein
RL_RS12165,NC_008380.1,gene,2480138,2480518,reverse,,RL_RS12165,RL2357,WP_011651932.1,381,
WP_011651933.1,NC_008380.1,CDS,2481002,2481742,forward,,RL_RS12170,RL2358,WP_011651933.1,741,SDR family oxidoreductase
RL_RS12170,NC_008380.1,gene,2481002,2481742,forward,,RL_RS12170,RL2358,WP_011651933.1,741,
WP_011651934.1,NC_008380.1,CDS,2482086,2483018,forward,,RL_RS12175,RL2359,WP_011651934.1,933,NAD(P)-dependent alcohol dehydrogenase
RL_RS12175,NC_008380.1,gene,2482086,2483018,forward,,RL_RS12175,RL2359,WP_011651934.1,933,
WP_011651935.1,NC_008380.1,CDS,2483015,2483722,forward,,RL_RS12180,RL2360,WP_011651935.1,708,YafY family transcriptional regulator
RL_RS12180,NC_008380.1,gene,2483015,2483722,forward,,RL_RS12180,RL2360,WP_011651935.1,708,
WP_011651936.1,NC_008380.1,CDS,2483815,2484441,forward,,RL_RS12185,RL2361,WP_011651936.1,627,isoprenylcysteine carboxylmethyltransferase family protein
RL_RS12185,NC_008380.1,gene,2483815,2484441,forward,,RL_RS12185,RL2361,WP_011651936.1,627,
WP_003539563.1,NC_008380.1,CDS,2484736,2484945,forward,,RL_RS12190,RL2362,WP_003539563.1,210,hypothetical protein
RL_RS12190,NC_008380.1,gene,2484736,2484945,forward,,RL_RS12190,RL2362,WP_003539563.1,210,
WP_011651937.1,NC_008380.1,CDS,2484955,2485329,forward,,RL_RS12195,RL2363,WP_011651937.1,375,GFA family protein
RL_RS12195,NC_008380.1,gene,2484955,2485329,forward,,RL_RS12195,RL2363,WP_011651937.1,375,
WP_011651938.1,NC_008380.1,CDS,2485492,2486784,forward,,RL_RS12200,RL2364,WP_011651938.1,1293,efflux RND transporter periplasmic adaptor subunit
RL_RS12200,NC_008380.1,gene,2485492,2486784,forward,,RL_RS12200,RL2364,WP_011651938.1,1293,
WP_003539566.1,NC_008380.1,CDS,2486797,2487513,forward,,RL_RS12205,RL2365,WP_003539566.1,717,ABC transporter ATP-binding protein
RL_RS12205,NC_008380.1,gene,2486797,2487513,forward,,RL_RS12205,RL2365,WP_003539566.1,717,
WP_011651939.1,NC_008380.1,CDS,2487503,2488705,forward,,RL_RS12210,RL2366,WP_011651939.1,1203,ABC transporter permease
RL_RS12210,NC_008380.1,gene,2487503,2488705,forward,,RL_RS12210,RL2366,WP_011651939.1,1203,
WP_011651940.1,NC_008380.1,CDS,2488779,2489138,forward,,RL_RS12215,RL2367,WP_011651940.1,360,VOC family protein
RL_RS12215,NC_008380.1,gene,2488779,2489138,forward,,RL_RS12215,RL2367,WP_011651940.1,360,
WP_011651941.1,NC_008380.1,CDS,2489502,2490116,forward,,RL_RS12220,RL2368,WP_011651941.1,615,GntR family transcriptional regulator
RL_RS12220,NC_008380.1,gene,2489502,2490116,forward,,RL_RS12220,RL2368,WP_011651941.1,615,
WP_003539571.1,NC_008380.1,CDS,2490166,2490978,reverse,,RL_RS12225,RL2369,WP_003539571.1,813,ferredoxin--NADP reductase
RL_RS12225,NC_008380.1,gene,2490166,2490978,reverse,,RL_RS12225,RL2369,WP_003539571.1,813,
WP_011651942.1,NC_008380.1,CDS,2491338,2492066,forward,pcs,RL_RS12230,RL2370,WP_011651942.1,729,phosphatidylcholine synthase
pcs,NC_008380.1,gene,2491338,2492066,forward,pcs,RL_RS12230,RL2370,WP_011651942.1,729,
WP_011651943.1,NC_008380.1,CDS,2492076,2493056,forward,,RL_RS12235,RL2371,WP_011651943.1,981,quinone oxidoreductase
RL_RS12235,NC_008380.1,gene,2492076,2493056,forward,,RL_RS12235,RL2371,WP_011651943.1,981,
WP_011651944.1,NC_008380.1,CDS,2493096,2494664,forward,,RL_RS12240,RL2372,WP_011651944.1,1569,ABC transporter ATP-binding protein
RL_RS12240,NC_008380.1,gene,2493096,2494664,forward,,RL_RS12240,RL2372,WP_011651944.1,1569,
WP_011651945.1,NC_008380.1,CDS,2494654,2495739,forward,,RL_RS12245,RL2373,WP_011651945.1,1086,ABC transporter permease
RL_RS12245,NC_008380.1,gene,2494654,2495739,forward,,RL_RS12245,RL2373,WP_011651945.1,1086,
WP_011651946.1,NC_008380.1,CDS,2495736,2496656,forward,,RL_RS12250,RL2374,WP_011651946.1,921,ABC transporter permease
RL_RS12250,NC_008380.1,gene,2495736,2496656,forward,,RL_RS12250,RL2374,WP_011651946.1,921,
WP_011651947.1,NC_008380.1,CDS,2496707,2497783,forward,,RL_RS12255,RL2375,WP_011651947.1,1077,BMP family ABC transporter substrate-binding protein
RL_RS12255,NC_008380.1,gene,2496707,2497783,forward,,RL_RS12255,RL2375,WP_011651947.1,1077,
WP_003539585.1,NC_008380.1,CDS,2497929,2498891,forward,,RL_RS12260,RL2376,WP_003539585.1,963,ABC transporter substrate-binding protein
RL_RS12260,NC_008380.1,gene,2497929,2498891,forward,,RL_RS12260,RL2376,WP_003539585.1,963,
WP_011651948.1,NC_008380.1,CDS,2499122,2500645,forward,,RL_RS12265,RL2377,WP_011651948.1,1524,sugar ABC transporter ATP-binding protein
RL_RS12265,NC_008380.1,gene,2499122,2500645,forward,,RL_RS12265,RL2377,WP_011651948.1,1524,
WP_003539589.1,NC_008380.1,CDS,2500642,2501655,forward,,RL_RS12270,RL2378,WP_003539589.1,1014,ABC transporter permease
RL_RS12270,NC_008380.1,gene,2500642,2501655,forward,,RL_RS12270,RL2378,WP_003539589.1,1014,
WP_011651949.1,NC_008380.1,CDS,2501652,2502620,forward,yjfF,RL_RS12275,RL2379,WP_011651949.1,969,sugar ABC transporter permease YjfF
yjfF,NC_008380.1,gene,2501652,2502620,forward,yjfF,RL_RS12275,RL2379,WP_011651949.1,969,
WP_011651950.1,NC_008380.1,CDS,2502637,2503422,forward,,RL_RS12280,RL2380,WP_011651950.1,786,FadR family transcriptional regulator
RL_RS12280,NC_008380.1,gene,2502637,2503422,forward,,RL_RS12280,RL2380,WP_011651950.1,786,
WP_011651951.1,NC_008380.1,CDS,2503587,2504948,forward,glmU,RL_RS12285,RL2381,WP_011651951.1,1362,bifunctional UDP-N-acetylglucosamine diphosphorylase/glucosamine-1-phosphate N-acetyltransferase GlmU
glmU,NC_008380.1,gene,2503587,2504948,forward,glmU,RL_RS12285,RL2381,WP_011651951.1,1362,
WP_011651952.1,NC_008380.1,CDS,2505058,2506884,forward,glmS,RL_RS12290,RL2382,WP_011651952.1,1827,glutamine--fructose-6-phosphate transaminase (isomerizing)
glmS,NC_008380.1,gene,2505058,2506884,forward,glmS,RL_RS12290,RL2382,WP_011651952.1,1827,
WP_011651953.1,NC_008380.1,CDS,2507020,2507727,forward,,RL_RS12295,RL2383,WP_011651953.1,708,DUF502 domain-containing protein
RL_RS12295,NC_008380.1,gene,2507020,2507727,forward,,RL_RS12295,RL2383,WP_011651953.1,708,
WP_011651954.1,NC_008380.1,CDS,2507724,2509829,reverse,recG,RL_RS12300,RL2384,WP_011651954.1,2106,ATP-dependent DNA helicase RecG
recG,NC_008380.1,gene,2507724,2509829,reverse,recG,RL_RS12300,RL2384,WP_011651954.1,2106,
WP_011651955.1,NC_008380.1,CDS,2509922,2510227,forward,,RL_RS12305,RL2385,WP_011651955.1,306,succinate dehydrogenase assembly factor 2
RL_RS12305,NC_008380.1,gene,2509922,2510227,forward,,RL_RS12305,RL2385,WP_011651955.1,306,
WP_011651956.1,NC_008380.1,CDS,2510224,2513724,forward,mfd,RL_RS12310,RL2386,WP_011651956.1,3501,transcription-repair coupling factor
mfd,NC_008380.1,gene,2510224,2513724,forward,mfd,RL_RS12310,RL2386,WP_011651956.1,3501,
WP_011651957.1,NC_008380.1,CDS,2513789,2514256,forward,,RL_RS12315,RL2387,WP_011651957.1,468,OsmC family protein
RL_RS12315,NC_008380.1,gene,2513789,2514256,forward,,RL_RS12315,RL2387,WP_011651957.1,468,
WP_011651958.1,NC_008380.1,CDS,2514274,2514945,reverse,,RL_RS12320,RL2388,WP_011651958.1,672,DsbA family oxidoreductase
RL_RS12320,NC_008380.1,gene,2514274,2514945,reverse,,RL_RS12320,RL2388,WP_011651958.1,672,
WP_011651959.1,NC_008380.1,CDS,2515012,2516814,reverse,,RL_RS12325,RL2389,WP_011651959.1,1803,extracellular solute-binding protein
RL_RS12325,NC_008380.1,gene,2515012,2516814,reverse,,RL_RS12325,RL2389,WP_011651959.1,1803,
WP_011651960.1,NC_008380.1,CDS,2517131,2517796,forward,,RL_RS12330,RL2390,WP_011651960.1,666,invasion associated locus B family protein
RL_RS12330,NC_008380.1,gene,2517131,2517796,forward,,RL_RS12330,RL2390,WP_011651960.1,666,
WP_003539613.1,NC_008380.1,CDS,2517910,2518239,reverse,hspQ,RL_RS12335,RL2391,WP_003539613.1,330,heat shock protein HspQ
hspQ,NC_008380.1,gene,2517910,2518239,reverse,hspQ,RL_RS12335,RL2391,WP_003539613.1,330,
WP_011651961.1,NC_008380.1,CDS,2518499,2519908,reverse,glnA,RL_RS12340,RL2392,WP_011651961.1,1410,type I glutamate--ammonia ligase
glnA,NC_008380.1,gene,2518499,2519908,reverse,glnA,RL_RS12340,RL2392,WP_011651961.1,1410,
WP_003539626.1,NC_008380.1,CDS,2519987,2520325,reverse,,RL_RS12345,RL2393,WP_003539626.1,339,P-II family nitrogen regulator
RL_RS12345,NC_008380.1,gene,2519987,2520325,reverse,,RL_RS12345,RL2393,WP_003539626.1,339,
WP_011651962.1,NC_008380.1,CDS,2520669,2522141,forward,,RL_RS12350,RL2394,WP_011651962.1,1473,bifunctional ADP-dependent NAD(P)H-hydrate dehydratase/NAD(P)H-hydrate epimerase
RL_RS12350,NC_008380.1,gene,2520669,2522141,forward,,RL_RS12350,RL2394,WP_011651962.1,1473,
WP_011651963.1,NC_008380.1,CDS,2522455,2523471,forward,,RL_RS12355,RL2395,WP_011651963.1,1017,DUF808 domain-containing protein
RL_RS12355,NC_008380.1,gene,2522455,2523471,forward,,RL_RS12355,RL2395,WP_011651963.1,1017,
WP_011651964.1,NC_008380.1,CDS,2523502,2524308,reverse,,RL_RS12360,RL2396,WP_011651964.1,807,DUF72 domain-containing protein
RL_RS12360,NC_008380.1,gene,2523502,2524308,reverse,,RL_RS12360,RL2396,WP_011651964.1,807,
WP_011651965.1,NC_008380.1,CDS,2524333,2524794,reverse,,RL_RS12365,RL2397,WP_011651965.1,462,GNAT family N-acetyltransferase
RL_RS12365,NC_008380.1,gene,2524333,2524794,reverse,,RL_RS12365,RL2397,WP_011651965.1,462,
WP_011651966.1,NC_008380.1,CDS,2524791,2527712,reverse,uvrA,RL_RS12370,RL2398,WP_011651966.1,2922,excinuclease ABC subunit UvrA
uvrA,NC_008380.1,gene,2524791,2527712,reverse,uvrA,RL_RS12370,RL2398,WP_011651966.1,2922,
WP_011651967.1,NC_008380.1,CDS,2527975,2528484,forward,,RL_RS12375,RL2399,WP_011651967.1,510,single-stranded DNA-binding protein
RL_RS12375,NC_008380.1,gene,2527975,2528484,forward,,RL_RS12375,RL2399,WP_011651967.1,510,
WP_011651968.1,NC_008380.1,CDS,2528609,2529256,reverse,,RL_RS12380,RL2400,WP_011651968.1,648,MarC family protein
RL_RS12380,NC_008380.1,gene,2528609,2529256,reverse,,RL_RS12380,RL2400,WP_011651968.1,648,
WP_129557794.1,NC_008380.1,CDS,2529318,2529500,forward,,RL_RS39700,,WP_129557794.1,183,hypothetical protein
RL_RS39700,NC_008380.1,gene,2529318,2529500,forward,,RL_RS39700,,WP_129557794.1,183,
WP_011651969.1,NC_008380.1,CDS,2529493,2532330,forward,gyrA,RL_RS12385,RL2401,WP_011651969.1,2838,DNA gyrase subunit A
gyrA,NC_008380.1,gene,2529493,2532330,forward,gyrA,RL_RS12385,RL2401,WP_011651969.1,2838,
WP_003539654.1,NC_008380.1,CDS,2532685,2532840,reverse,,RL_RS40145,,WP_003539654.1,156,hypothetical protein
RL_RS40145,NC_008380.1,gene,2532685,2532840,reverse,,RL_RS40145,,WP_003539654.1,156,
WP_225510381.1,NC_008380.1,CDS,2532975,2533148,reverse,,RL_RS40535,,WP_225510381.1,174,hypothetical protein
RL_RS40535,NC_008380.1,gene,2532975,2533148,reverse,,RL_RS40535,,WP_225510381.1,174,
WP_011651971.1,NC_008380.1,CDS,2533660,2534154,forward,coaD,RL_RS12395,RL2403,WP_011651971.1,495,pantetheine-phosphate adenylyltransferase
coaD,NC_008380.1,gene,2533660,2534154,forward,coaD,RL_RS12395,RL2403,WP_011651971.1,495,
WP_011651972.1,NC_008380.1,CDS,2534197,2534769,forward,,RL_RS12400,RL2404,WP_011651972.1,573,peptidylprolyl isomerase
RL_RS12400,NC_008380.1,gene,2534197,2534769,forward,,RL_RS12400,RL2404,WP_011651972.1,573,
WP_003539661.1,NC_008380.1,CDS,2534799,2535308,forward,,RL_RS12405,RL2405,WP_003539661.1,510,peptidylprolyl isomerase
RL_RS12405,NC_008380.1,gene,2534799,2535308,forward,,RL_RS12405,RL2405,WP_003539661.1,510,
WP_011651973.1,NC_008380.1,CDS,2535384,2536469,forward,queA,RL_RS12410,RL2406,WP_011651973.1,1086,tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase QueA
queA,NC_008380.1,gene,2535384,2536469,forward,queA,RL_RS12410,RL2406,WP_011651973.1,1086,
WP_011651974.1,NC_008380.1,CDS,2536466,2537596,forward,tgt,RL_RS12415,RL2407,WP_011651974.1,1131,tRNA guanosine(34) transglycosylase Tgt
tgt,NC_008380.1,gene,2536466,2537596,forward,tgt,RL_RS12415,RL2407,WP_011651974.1,1131,
WP_011651975.1,NC_008380.1,CDS,2537628,2538056,reverse,,RL_RS12420,RL2408,WP_011651975.1,429,DUF4864 domain-containing protein
RL_RS12420,NC_008380.1,gene,2537628,2538056,reverse,,RL_RS12420,RL2408,WP_011651975.1,429,
WP_011651976.1,NC_008380.1,CDS,2538138,2539403,reverse,fabF,RL_RS12425,RL2409,WP_011651976.1,1266,beta-ketoacyl-ACP synthase II
fabF,NC_008380.1,gene,2538138,2539403,reverse,fabF,RL_RS12425,RL2409,WP_011651976.1,1266,
WP_011651977.1,NC_008380.1,CDS,2539417,2539923,reverse,,RL_RS12430,RL2410,WP_011651977.1,507,helix-turn-helix transcriptional regulator
RL_RS12430,NC_008380.1,gene,2539417,2539923,reverse,,RL_RS12430,RL2410,WP_011651977.1,507,
WP_011651978.1,NC_008380.1,CDS,2540002,2540304,reverse,,RL_RS12435,RL2411,WP_011651978.1,303,membrane protein
RL_RS12435,NC_008380.1,gene,2540002,2540304,reverse,,RL_RS12435,RL2411,WP_011651978.1,303,
WP_011651979.1,NC_008380.1,CDS,2540434,2542296,reverse,,RL_RS12440,RL2412,WP_011651979.1,1863,calcium-binding protein
RL_RS12440,NC_008380.1,gene,2540434,2542296,reverse,,RL_RS12440,RL2412,WP_011651979.1,1863,
WP_011651980.1,NC_008380.1,CDS,2542554,2544926,forward,,RL_RS12445,RL2413,WP_011651980.1,2373,alpha-amylase family glycosyl hydrolase
RL_RS12445,NC_008380.1,gene,2542554,2544926,forward,,RL_RS12445,RL2413,WP_011651980.1,2373,
WP_003539671.1,NC_008380.1,CDS,2544941,2545129,reverse,,RL_RS12450,RL2414,WP_003539671.1,189,hypothetical protein
RL_RS12450,NC_008380.1,gene,2544941,2545129,reverse,,RL_RS12450,RL2414,WP_003539671.1,189,
WP_011651982.1,NC_008380.1,CDS,2545282,2545584,reverse,,RL_RS12455,RL2415,WP_011651982.1,303,hypothetical protein
RL_RS12455,NC_008380.1,gene,2545282,2545584,reverse,,RL_RS12455,RL2415,WP_011651982.1,303,
WP_011651983.1,NC_008380.1,CDS,2545741,2546136,forward,,RL_RS12460,RL2416,WP_011651983.1,396,hypothetical protein
RL_RS12460,NC_008380.1,gene,2545741,2546136,forward,,RL_RS12460,RL2416,WP_011651983.1,396,
WP_011651984.1,NC_008380.1,CDS,2546357,2547187,forward,,RL_RS12465,RL2417,WP_011651984.1,831,metallophosphoesterase
RL_RS12465,NC_008380.1,gene,2546357,2547187,forward,,RL_RS12465,RL2417,WP_011651984.1,831,
WP_011651985.1,NC_008380.1,CDS,2547184,2548410,forward,,RL_RS12470,RL2418,WP_011651985.1,1227,ABC transporter ATP-binding protein
RL_RS12470,NC_008380.1,gene,2547184,2548410,forward,,RL_RS12470,RL2418,WP_011651985.1,1227,
WP_011651986.1,NC_008380.1,CDS,2548403,2549326,forward,,RL_RS12475,RL2419,WP_011651986.1,924,sugar ABC transporter permease
RL_RS12475,NC_008380.1,gene,2548403,2549326,forward,,RL_RS12475,RL2419,WP_011651986.1,924,
WP_011651987.1,NC_008380.1,CDS,2549323,2550159,forward,,RL_RS12480,RL2420,WP_011651987.1,837,carbohydrate ABC transporter permease
RL_RS12480,NC_008380.1,gene,2549323,2550159,forward,,RL_RS12480,RL2420,WP_011651987.1,837,
WP_011651988.1,NC_008380.1,CDS,2550186,2551451,forward,,RL_RS12485,RL2421,WP_011651988.1,1266,ABC transporter substrate-binding protein
RL_RS12485,NC_008380.1,gene,2550186,2551451,forward,,RL_RS12485,RL2421,WP_011651988.1,1266,
WP_011651989.1,NC_008380.1,CDS,2551523,2552503,reverse,,RL_RS12490,RL2422,WP_011651989.1,981,substrate-binding domain-containing protein
RL_RS12490,NC_008380.1,gene,2551523,2552503,reverse,,RL_RS12490,RL2422,WP_011651989.1,981,
WP_011651990.1,NC_008380.1,CDS,2552733,2555651,forward,,RL_RS12495,RL2423,WP_011651990.1,2919,insulinase family protein
RL_RS12495,NC_008380.1,gene,2552733,2555651,forward,,RL_RS12495,RL2423,WP_011651990.1,2919,
WP_011651991.1,NC_008380.1,CDS,2555666,2556346,reverse,,RL_RS12500,RL2424,WP_011651991.1,681,GNAT family N-acetyltransferase
RL_RS12500,NC_008380.1,gene,2555666,2556346,reverse,,RL_RS12500,RL2424,WP_011651991.1,681,
WP_011651992.1,NC_008380.1,CDS,2556343,2556834,reverse,,RL_RS12505,RL2425,WP_011651992.1,492,MarR family transcriptional regulator
RL_RS12505,NC_008380.1,gene,2556343,2556834,reverse,,RL_RS12505,RL2425,WP_011651992.1,492,
WP_049778376.1,NC_008380.1,CDS,2556951,2558159,reverse,,RL_RS12510,RL2426,WP_049778376.1,1209,MFS transporter
RL_RS12510,NC_008380.1,gene,2556951,2558159,reverse,,RL_RS12510,RL2426,WP_049778376.1,1209,
WP_011651994.1,NC_008380.1,CDS,2558360,2559271,forward,,RL_RS12515,RL2427,WP_011651994.1,912,agmatinase
RL_RS12515,NC_008380.1,gene,2558360,2559271,forward,,RL_RS12515,RL2427,WP_011651994.1,912,
WP_011651995.1,NC_008380.1,CDS,2559323,2559982,reverse,plsY,RL_RS12520,RL2428,WP_011651995.1,660,glycerol-3-phosphate 1-O-acyltransferase PlsY
plsY,NC_008380.1,gene,2559323,2559982,reverse,plsY,RL_RS12520,RL2428,WP_011651995.1,660,
WP_011651996.1,NC_008380.1,CDS,2560142,2561650,forward,,RL_RS12525,RL2429,WP_011651996.1,1509,winged helix-turn-helix domain-containing tetratricopeptide repeat protein
RL_RS12525,NC_008380.1,gene,2560142,2561650,forward,,RL_RS12525,RL2429,WP_011651996.1,1509,
WP_028744401.1,NC_008380.1,CDS,2561677,2562210,reverse,,RL_RS12530,RL2430,WP_028744401.1,534,YidB family protein
RL_RS12530,NC_008380.1,gene,2561677,2562210,reverse,,RL_RS12530,RL2430,WP_028744401.1,534,
WP_011651998.1,NC_008380.1,CDS,2562488,2562817,reverse,,RL_RS12535,RL2430A,WP_011651998.1,330,hypothetical protein
RL_RS12535,NC_008380.1,gene,2562488,2562817,reverse,,RL_RS12535,RL2430A,WP_011651998.1,330,
CDS,NC_008380.1,CDS,2562905,2563005,reverse,,RL_RS39075,,,101,AhpC/TSA family protein
RL_RS39075,NC_008380.1,pseudogene,2562905,2563005,reverse,,RL_RS39075,,,101,
WP_011651999.1,NC_008380.1,CDS,2563080,2563538,reverse,,RL_RS12540,RL2431,WP_011651999.1,459,DUF411 domain-containing protein
RL_RS12540,NC_008380.1,gene,2563080,2563538,reverse,,RL_RS12540,RL2431,WP_011651999.1,459,
