protein_id,locus_match,new_gene,gene,name,description
WP_011651116.1,SMa0124,RL_RS07345,RL1412,-,putative 60 kda chaperonin 5 (GroEL protein 5)
WP_003546705.1,SMa0123,RL_RS07350,RL1413,-,hypothetical protein
WP_011651117.1,,RL_RS07355,RL1415,-,putative GFO/IDH/MocA family oxidoreductase
WP_011651118.1,,RL_RS07360,RL1416,-,putative myo-inositol degradation/rhizopine catabolism protein
WP_011651119.1,,RL_RS07365,RL1417,-,putative IolH myo-inositol catabolism protein
WP_011651120.1,SMa2049,RL_RS07370,RL1418,-,putative LacI family transcriptional regulator
WP_028741519.1,,RL_RS07375,RL1419,-,putative serine protease
WP_011651122.1,,RL_RS07380,RL1420,-,utative AraC family transcriptional regulator
WP_011651123.1,,RL_RS07385,RL1421,-,putative short-chain dehydrogenase/reductase
WP_011651124.1,SMc01406,RL_RS07390,RL1422,-,putative GntR family transcriptional regulator
WP_003546717.1,SMc01488,RL_RS07395,RL1423,-,putative transmembrane protein
WP_011651125.1,SM_b20211,RL_RS07400,RL1424,-,putative LysR family transcriptional regulator
WP_011651126.1,SM_b20005,RL_RS07405,RL1425,-,putative glutathione S-transferase
WP_041936234.1,SM_b20006,RL_RS07410,RL1426,-,putative pyridoxine oxidase
WP_011651128.1,,RL_RS07415,RL1427,-,hypothetical protein
WP_011651129.1,,RL_RS07420,RL1428,-,putative TetR family transcriptional regulator
WP_011651130.1,SM_b20518,RL_RS07425,RL1429,-,hypothetical protein
WP_011651131.1,,RL_RS07430,RL1430,-,hypothetical protein
WP_011651135.1,SMc00067,RL_RS07455,RL1435,-,putative outer membrane protein
WP_113547142.1,SMc02366,RL_RS07485,RL1441,-,putative two-component response regulator transcriptional regulatory protein
WP_011651141.1,SMc02367,RL_RS07490,RL1442,-,putative two-component sensor histidine kinase transcriptional regulatory protein
WP_011651142.1,SMc02368,RL_RS07495,RL1443,-,putative glutamate-ammonia-ligase adenylyltransferase
WP_011651145.1,SMc02370,RL_RS07510,RL1446,-,putative aminopeptidase N
,,,RL1447,-,putative methyl-accepting chemotaxis-related protein
WP_003546796.1,SMc02371,RL_RS07520,RL1448,-,putative transmembrane protein
WP_011651150.1,SMc02376,RL_RS07540,RL1452,-,putative chaperone protein DnaK (heat shock protein 70) (hsp70)
WP_011651151.1,,RL_RS07545,RL1453,-,putative transmembrane RND family transporter
WP_011651152.1,,RL_RS07550,RL1454,-,putative HlyD family secretion protein
WP_011651153.1,,RL_RS07555,RL1455,-,putative aminoglycoside gentamicin resistance protein
WP_011651154.1,,RL_RS07560,RL1456,-,putative short-chain dehydrogenase/oxidoreductase
WP_011651156.1,SMc02636,RL_RS07570,RL1458,-,hypothetical protein
WP_011651157.1,,RL_RS07575,RL1459,-,putative transmembrane protein
WP_003546825.1,,RL_RS07580,RL1460,-,putative AsnC family transcriptional regulator
WP_011651159.1,,RL_RS07585,RL1461,-,putative magnesium transporter protein
WP_011651160.1,SMc02380,RL_RS07590,RL1462,-,putative oxidoreductase
WP_011651161.1,SMc02381,RL_RS07595,RL1463,-,hypothetical protein
WP_011651162.1,SMc02161,RL_RS07600,RL1464,-,putative transmembrane MFS permease
WP_011651163.1,SMc02382,RL_RS07605,RL1465,-,hypothetical protein
WP_041936542.1,SMc01973,RL_RS07610,RL1466,-,putative glutamine synthetase
WP_011651165.1,,RL_RS07615,RL1467,-,putative aminotransferase
WP_011651166.1,,RL_RS07620,RL1468,-,putative transmembrane protein
WP_011651167.1,SMc02383,RL_RS07625,RL1469,-,putative transmembrane protein
WP_011651176.1,SMc02391,RL_RS07680,RL1479,-,hypothetical protein
WP_011651177.1,SMc02392,RL_RS07685,RL1480,-,hypothetical protein
WP_011651179.1,SMc02393,RL_RS07695,RL1482,-,putative histidinol-phosphate aminotransferase
WP_003546879.1,,RL_RS07700,RL1483,-,hypothetical protein
WP_011651180.1,,RL_RS07705,RL1484,-,putative transmembrane protein
WP_011651181.1,SM_b20879,RL_RS07710,RL1485,-,hypothetical protein
WP_011651182.1,SMa0985,RL_RS07715,RL1486,-,putative LysR family transcriptional activator
WP_011651183.1,,RL_RS07725,RL1487,-,hypothetical protein
WP_011651184.1,SMc02980,RL_RS07730,RL1488,-,hypothetical protein
WP_011651185.1,,RL_RS07735,RL1489,-,putative transmembrane MatE family transporter
WP_011651186.1,,RL_RS07740,RL1490,-,putative AraC family transcriptional regulator
WP_011651187.1,,RL_RS07745,RL1491,-,hypothetical protein
WP_003558056.1,SMc00432,RL_RS07750,RL1492,-,putative myoinositol catabolism protein
WP_026158607.1,SMc00433,RL_RS07755,RL1493,-,putative rhizopine catabolism protein
WP_041936237.1,SMc01166,RL_RS07760,RL1494,-,putative malonate semialdehyde dehydrogenase
WP_011651190.1,SMc01165,RL_RS07765,RL1495,-,putative myo-inositol catabolism protein
WP_011651192.1,SMc01163,RL_RS07775,RL1497,-,putative dehydrogenase/oxidoreductase
WP_011651195.1,,RL_RS07795,RL1500,-,putative hydrolase
WP_041936238.1,SMc02403,RL_RS07800,RL1501,-,putative soluble lytic murein transglycosylase precursor
WP_003558079.1,SMc02407,RL_RS07815,RL1504,-,hypothetical protein
WP_028741475.1,SMc01954,RL_RS07855,RL1513,-,putative CRP/FNR family transcriptional regulator
WP_011651205.1,SMc01953,RL_RS07860,RL1514,-,putative two-component response regulator transcriptional regulatory protein
WP_011651206.1,SMc02635,RL_RS07865,RL1515,-,putative DNA repair protein (recombination protein O)
WP_011651207.1,SM_b20648,RL_RS07870,RL1516,-,putative general stress protein
WP_011651208.1,SMc02631,RL_RS07875,RL1517,-,putative molybdenum cofactor sulfurase
WP_011651209.1,SMc02632,RL_RS07880,RL1518,-,putative HD domain protein
WP_011651210.1,,RL_RS07885,RL1519,-,putative GGDEF/EAL sensory box domain protein
WP_011651211.1,,RL_RS07890,RL1520,-,hypothetical protein
WP_011651212.1,SMc02597,RL_RS07895,RL1521,-,putative superoxide dismutase
WP_011651224.1,SMc00550,RL_RS07960,RL1534,-,putative ATP-binding component of ABC transporter
WP_011651225.1,SMc02543,RL_RS07965,RL1535,-,hypothetical protein
WP_003558142.1,SMc02544,RL_RS07970,RL1536,-,putative lysine decarboxylase family protein
WP_028741464.1,SMc02545,RL_RS07975,RL1537,-,putative transmembrane transporter protein
WP_011651228.1,SMc02546,RL_RS07980,RL1538,-,putative 2-isopropylmalate synthase
WP_011651229.1,SMc02547,RL_RS07985,RL1539,-,putative proline iminopeptidase
WP_011651230.1,SMc02549,RL_RS07990,RL1540,-,hypothetical protein
WP_011651231.1,SMc02548,RL_RS07995,RL1541,-,hypothetical protein
WP_011651234.1,,RL_RS08010,RL1544,-,putative glycosyl transferase
WP_011651236.1,SMc00555,RL_RS08025,RL1547,-,putative colicin V production protein
WP_041936240.1,SMc00556,RL_RS08030,RL1548,-,putative DNA repair protein RadA homolog
WP_011651238.1,,RL_RS08035,RL1549,-,putative transmembrane efflux protein
WP_011651239.1,SMc00557,RL_RS08040,RL1550,-,putative alanine racemase
WP_011651243.1,SMc00570,RL_RS08070,RL1556,-,putative aldo-keto reductase
WP_011651247.1,SMc00575,RL_RS08095,RL1561,-,putative aminodeoxychorismate lyase
WP_011651248.1,SMc00576,RL_RS08100,RL1562,-,hypothetical protein
WP_011651249.1,SMc00579,RL_RS08110,RL1564,-,putative dimethyladenosine transferase
WP_028741452.1,,RL_RS08155,RL1573,-,hypothetical protein
WP_011651258.1,SMc00588,RL_RS08160,RL1574,-,putative GFO/IDH/MocA family oxidoreductase
WP_011651259.1,,RL_RS08165,RL1575,-,putative prolyl endopeptidase
WP_011651260.1,SMc00590,RL_RS08170,RL1576,-,putative ATP-binding component of ABC transporter
WP_032992564.1,,RL_RS08175,RL1577,-,putative GGDEF family sensory box protein
WP_011651262.1,SMc00593,RL_RS08180,RL1578,-,putative damage inducible protein
WP_011651263.1,SMc00594,RL_RS08185,RL1579,-,putative etherase
WP_003547097.1,SMc00595,RL_RS08190,RL1580,-,putative nucleoside diphosphate kinase
WP_011651264.1,SMc00596,RL_RS08195,RL1581,-,hypothetical protein
WP_011651265.1,SMc00597,RL_RS08200,RL1582,-,hypothetical protein
WP_011651266.1,SMc00598,RL_RS08205,RL1583,-,putative transmembrane component of ABC transporter
WP_011651267.1,SMc00599,RL_RS08210,RL1584,-,putative molybdopterin converting factor subunit
WP_011651268.1,SMc00600,RL_RS08215,RL1585,-,putative molybdopterin converting factor subunit
WP_011651269.1,SMc00602,RL_RS08225,RL1587,-,putative uvrABC system protein C
WP_011651270.1,SMc00603,RL_RS08230,RL1588,-,putative 3-oxoacyl-[acyl-carrier-protein] reductase
WP_011651272.1,SMc00605,RL_RS08240,RL1590,-,putative glutathione S-transferase
WP_011651273.1,SMc00608,RL_RS08245,RL1591,-,hypothetical protein
WP_028741442.1,SMc00609,RL_RS08250,RL1592,-,putative molybdopterin-containing oxidoreductase
WP_011651275.1,SMc00610,RL_RS08255,RL1593,-,putative ADP-ribose pyrophosphatase
WP_011651276.1,,RL_RS08260,RL1594,-,putative phosphonate metabolism protein
WP_011651281.1,SMc00618,RL_RS08285,RL1599,-,putative polyphosphate kinase
WP_011651283.1,SMc00620,RL_RS08295,RL1601,-,hypothetical protein
WP_011651284.1,SMc00621,RL_RS08300,RL1602,-,putative transmembrane adenylate cyclase
WP_011651285.1,SMc00622,RL_RS08305,RL1603,-,putative ribonuclease D
WP_011651286.1,SMc01754,RL_RS08310,RL1604,-,putative multicopper oxidase
WP_011651288.1,,RL_RS08320,RL1606,-,putative esterase (beta-lactamase family)
WP_011651289.1,,RL_RS08325,RL1607,-,putative TetR family transcriptional regulator
WP_011651290.1,SMc01760,RL_RS08330,RL1608,-,putative transmembrane protein
WP_011651292.1,,RL_RS08340,RL1610,-,hypothetical protein
WP_011651293.1,,RL_RS08345,RL1611,-,putative phage death on curing protein
WP_003547144.1,,RL_RS08350,RL1612,-,putative SpoVT/AbrB family transcriptional regulatory protein
WP_011651294.1,SMc01763,RL_RS08355,RL1613A,-,putative transmembrane protein
WP_003547148.1,SMc01764,RL_RS08360,RL1614,-,putative arginyl-tRNA--protein transferase
WP_011651295.1,SMc01765,RL_RS08365,RL1615,-,putative transmembrane protein
WP_028741432.1,SM_b21324,RL_RS08415,RL1623,-,putative glucose-1-phosphate thymidylyltransferase
WP_011651303.1,SM_b21327,RL_RS08420,RL1624,-,putative dTDP-4-dehydrorhamnose reductase
WP_011651304.1,SM_b21326,RL_RS08425,RL1625,-,"putative dTDP-glucose 4,6-dehydratase"
WP_011651305.1,SM_b21325,RL_RS08430,RL1626,-,"putative dTDP-rhamnose-3,5-epimerase"
WP_011651306.1,,RL_RS08435,RL1627,-,hypothetical protein
,,RL_RS08445,RL1629,-,hypothetical protein
WP_011651309.1,SMc01776,RL_RS08450,RL1630,-,hypothetical protein
WP_011651310.1,SMc01774,RL_RS08455,RL1631,-,hypothetical protein
WP_041936242.1,SMc01780,RL_RS08470,RL1634,-,putative transmembrane pyrophosphate-energized proton pump
WP_011651319.1,SMa0114,RL_RS08510,RL1642,-,putative two-component response regulator transcriptional regulatory protein
WP_011651320.1,,RL_RS08515,RL1643,-,putative two-component sensor histidine kinase
WP_011651321.1,SM_b21483,RL_RS08520,RL1644,-,hypothetical protein
WP_041936243.1,,RL_RS08525,RL1645,-,hypothetical protein
WP_032992619.1,SM_b20391,RL_RS08530,RL1646,-,putative cellulose synthase catalytic subunit [UDP-forming]
WP_011651324.1,,RL_RS08535,RL1647,-,putative cellulose synthase protein
WP_011651325.1,,RL_RS08540,RL1648,-,putative endoglucanase/cellulase
WP_041936244.1,,RL_RS08545,RL1649,-,hypothetical protein
WP_011651328.1,,RL_RS08565,RL1652,-,hypothetical protein
WP_041936245.1,SMc01902,RL_RS08575,RL1653,-,hypothetical protein
WP_011651330.1,,RL_RS08585,RL1654,-,hypothetical protein
WP_041936246.1,,RL_RS08595,RL1656,-,putative acetyltransferase
WP_011651333.1,,RL_RS08600,RL1657,-,putative substrate binding component of ABC transporter
WP_011651334.1,,RL_RS08605,RL1658,-,putative transmembrane component of ABC transporter
WP_028741411.1,,RL_RS08610,RL1659,-,putative transmembrane component of ABC transporter
WP_011651336.1,SMc01791,RL_RS08615,RL1660,-,putative transmembrane protein
WP_011651337.1,SMc01792,RL_RS08620,RL1661,-,putative transmembrane sugar transferase protein
WP_011651338.1,SMc01793,RL_RS08625,RL1662,-,putative glycosyltransferase
WP_003547282.1,SMc01794,RL_RS08630,RL1663,-,putative polysaccharide export protein
WP_011651339.1,SMc01795,RL_RS08635,RL1664,-,putative transmembrane succinoglycan biosynthesis transport protein
WP_011651340.1,SMc01796,RL_RS08640,RL1665,-,hypothetical protein
WP_011651341.1,SMc01800,RL_RS08650,RL1666,-,putative transmembrane heme A synthase
WP_011651342.1,,RL_RS08655,RL1667,-,putative transmembrane protein
WP_041936248.1,SMc01802,RL_RS08665,RL1669,-,putative agmatinase
WP_011651345.1,SMc00744,RL_RS08670,RL1670,-,putative transmembrane efflux protein
,,,RL1671,-,hypothetical protein
WP_011651347.1,SM_b21535,RL_RS08685,RL1674,-,putative LysR family transcriptional regulator
WP_011651348.1,SMc01806,RL_RS08695,RL1675,-,putative enoyl-CoA hydratase
WP_011651349.1,SMc01807,RL_RS08700,RL1676,-,putative transmembrane protein
WP_011651350.1,,RL_RS08705,RL1677,-,hypothetical protein
WP_011651351.1,SMc01808,RL_RS08710,RL1678,-,hypothetical protein
WP_011651352.1,SMc01809,RL_RS08715,RL1679,-,putative O-acetylhomoserine (thiol)-lyase (homocysteine synthase)
WP_011651353.1,SMc01810,RL_RS08720,RL1680,-,hypothetical protein
WP_011651354.1,,RL_RS08725,RL1681,-,putative transmembrane GGDEF sensory box protein
WP_028741399.1,,RL_RS08730,RL1682,-,putative solute-binding component of ABC transporter
WP_011651357.1,,RL_RS08740,RL1684,-,putative transmembrane component of ABC transporter
WP_011651358.1,,RL_RS08745,RL1685,-,putative ATP-binding component of ABC transporter
WP_041936249.1,SMc01812,RL_RS08750,RL1686,-,putative cytochrome P450
WP_011651360.1,,RL_RS08755,RL1687,-,putative transmembrane GGDEF sensory box protein
WP_086935544.1,,RL_RS08780,RL1692,-,putative transmembrane protein
WP_173364434.1,SMc01907,RL_RS08785,RL1693,-,hypothetical protein
WP_011651364.1,SMc01702,RL_RS08790,RL1694,-,putative aldo-keto reductase
WP_011651365.1,,RL_RS08795,RL1695,-,hypothetical protein
WP_011651366.1,,RL_RS08800,RL1696,-,hypothetical protein
WP_003547358.1,,RL_RS08805,RL1697,-,hypothetical protein
WP_011651367.1,,RL_RS08810,RL1698,-,hypothetical protein
WP_028741390.1,,RL_RS08820,RL1699,-,hypothetical protein
WP_011651378.1,SMc01929,RL_RS08925,RL1716,-,putative beta-lactamase family protein
WP_028741386.1,SMc01931,RL_RS08935,RL1718,-,putative transmembrane protein
WP_041936545.1,SMc01374,RL_RS08970,RL1724,-,hypothetical protein
WP_041936252.1,SMc01373,RL_RS08975,RL1725,-,putative DinB DNA polymerase IV
WP_041936253.1,,RL_RS08980,RL1726,-,hypothetical protein
WP_011651389.1,,RL_RS08985,RL1727,-,hypothetical protein
WP_003558471.1,SMc01372,RL_RS08990,RL1728,-,hypothetical protein
WP_011651390.1,SMc01370,RL_RS09000,RL1730,-,putative two-component response regulator with GGDEF sensory box protein
WP_011651392.1,SMc01366,RL_RS09015,RL1733,-,hypothetical protein
WP_011651393.1,SMc01365,RL_RS09020,RL1734,-,putative ribonuclease R
WP_011651404.1,,RL_RS09075,RL1745,-,putative ATP-binding component of ABC transporter
WP_011651405.1,SM_b20854,RL_RS09080,RL1746,-,putative transmembrane component of ABC transporter
WP_011651406.1,,RL_RS09085,RL1747,-,putative solute-binding component of ABC transporter
WP_011651407.1,SMc02041,RL_RS09090,RL1748,-,putative short-chain dehydrogenase/oxidoreductase
WP_011651408.1,SM_b20314,RL_RS09095,RL1749,-,"putative PTS-dependent dihydroxyacetone kinase,dihydroxyacetone binding subunit"
WP_011651409.1,SM_b20313,RL_RS09100,RL1750,-,"putative PTS-dependent dihydroxyacetone kinase,ADP-binding subunit"
WP_011651410.1,SM_b20312,RL_RS37400,RL1751,-,"putative transcriptional regulator and PTS-dependent dihydroxyacetone kinase, fusion protein"
WP_028741370.1,SM_b20307,RL_RS09115,RL1752,-,"putative PTS-dependent dihydroxyacetone kinase,ADP-binding subunit"
WP_011651412.1,,RL_RS09120,RL1753,-,hypothetical protein
WP_011651413.1,SMc01332,RL_RS09125,RL1754,-,hypothetical protein
WP_011651415.1,SMc01327,RL_RS09145,RL1756,-,putative 23S rRNA (guanosine-2'-O-)-methyltransferase RlmB
WP_011651416.1,SMc01324,RL_RS09165,RL1758,-,putative dehydratase/oxidoreductase
WP_011651421.1,SMc01315,RL_RS09215,RL1768,-,hypothetical protein
WP_011651427.1,SMc01282,RL_RS09380,RL1801,-,putative transmembrane protein
WP_041936254.1,SMc01281,RL_RS09385,RL1802,-,hypothetical protein
WP_011651430.1,,RL_RS09395,RL1804,-,hypothetical protein
WP_011651431.1,SM_b20260,RL_RS09400,RL1805,-,putative transmembrane protein
WP_011651432.1,SMc01280,RL_RS09405,RL1806,-,putative protease DegQ precursor
WP_011651433.1,SMc01279,RL_RS09410,RL1807,-,putative ATPase AAA family protein
WP_003547605.1,,RL_RS09415,RL1808,-,hypothetical protein
WP_041936255.1,,RL_RS09420,RL1809,-,hypothetical protein
WP_011651436.1,,RL_RS09430,RL1811,-,putative dihydrodipicolinate synthase
WP_173364435.1,SMc04165,RL_RS09435,RL1812,-,putative hydrolase
WP_011651438.1,,RL_RS09440,RL1813,-,putative 2-dehydropantoate 2-reductase
WP_011651439.1,,RL_RS09445,RL1814,-,putative short-chain dehydrogenase/reductase
WP_011651440.1,,RL_RS09450,RL1815,-,putative LysR family transcriptional regulator
WP_011651441.1,,RL_RS09455,RL1816,-,putative nucleoside 2-deoxyribosyltransferase
WP_028741353.1,,RL_RS09460,RL1817,-,putative lipase/esterase
WP_003547626.1,,RL_RS09465,RL1818,-,hypothetical protein
WP_041936257.1,,RL_RS09470,RL1819,-,putative two component sensor histidine kinase transcriptional regulatory protein
WP_011651444.1,SMc04401,RL_RS09480,RL1820,-,putative HTH-type transcriptional regulator
WP_173364453.1,SMc04399,RL_RS09485,RL1821,-,putative CoA-transferase
WP_011651446.1,SMc04398,RL_RS09490,RL1822,-,putative enoyl-CoA hydratase
WP_028741349.1,SMc04397,RL_RS09495,RL1823,-,putative aldehyde dehydrogenase
WP_011651452.1,SMc04392,RL_RS09520,RL1828,-,putative N-terminal membrane-anchored dehydrogenase
WP_011651453.1,SMc04390,RL_RS09525,RL1829,-,putative dehydrogenase/oxidoreductase
WP_011651454.1,,RL_RS09530,RL1830,-,putative oxidoreductase
WP_011651455.1,,RL_RS09535,RL1831,-,putative oxidoreductase/dehydrogenase flavoprotein binding
WP_011651456.1,SMc00956,RL_RS09545,RL1832,-,putative exodeoxyribonuclease
WP_011651457.1,,RL_RS09550,RL1833,-,hypothetical protein
WP_011651458.1,SM_b21521,RL_RS09555,RL1834,-,hypothetical protein
WP_011651459.1,SM_b21520,RL_RS09560,RL1835,-,putative two component response regulator transcriptional regulatory protein
WP_011651460.1,SM_b21519,RL_RS09565,RL1836,-,putative transmembrane two-component kinase
WP_041936258.1,,RL_RS40120,RL1837,-,putative transmembrane protein
WP_011651462.1,,RL_RS09575,RL1838,-,putative ubiquinone/menaquinone biosynthesis methyltransferase
WP_011651463.1,,RL_RS09580,RL1839,-,hypothetical protein
WP_003547654.1,,RL_RS09585,RL1840,-,putative transmembrane protein
WP_041936260.1,SM_b21334,RL_RS09590,RL1841,-,hypothetical protein
WP_011651465.1,SMa0091,RL_RS09595,RL1842,-,hypothetical protein
WP_011651466.1,,RL_RS09600,RL1843,-,hypothetical protein
WP_011651467.1,,RL_RS09605,RL1844,-,putative LysR family transcriptional regulator
WP_011651470.1,,RL_RS09620,RL1847,-,putative transcriptional regulator with adenylate cyclase domain
WP_011651471.1,,RL_RS09625,RL1848,-,putative epoxide hydrolase
WP_011651472.1,,RL_RS09630,RL1849,-,hypothetical protein
