## Sat Mar 25 20:43:29 2023
## emapper-2.1.9
## /data/shared/home/emapper/miniconda3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --mp_start_method forkserver --data_dir /dev/shm/ -o out --output_dir /emapper_web_jobs/emapper_jobs/user_data/MM__gbtp9iu --temp_dir /emapper_web_jobs/emapper_jobs/user_data/MM__gbtp9iu --override -m diamond --dmnd_ignore_warnings -i /emapper_web_jobs/emapper_jobs/user_data/MM__gbtp9iu/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype proteins --tax_scope auto --target_orthologs all --go_evidence non-electronic --pfam_realign none --report_orthologs --decorate_gff yes --excel
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
Smeli:SMc01441	266834.SMc01441	4.14e-256	702.0	COG0330@1|root,COG0330@2|Bacteria,1MUM2@1224|Proteobacteria,2TRTP@28211|Alphaproteobacteria,4BA7W@82115|Rhizobiaceae	28211|Alphaproteobacteria	O	HflC and HflK could encode or regulate a protease	hflK	-	-	ko:K04088	-	M00742	-	-	ko00000,ko00002,ko01000	-	-	-	Band_7,HflK_N
Smeli:SMc01442	266834.SMc01442	2.22e-126	359.0	COG0262@1|root,COG0262@2|Bacteria,1RH0P@1224|Proteobacteria,2U9GC@28211|Alphaproteobacteria,4BCT5@82115|Rhizobiaceae	28211|Alphaproteobacteria	H	Key enzyme in folate metabolism. Catalyzes an essential reaction for de novo glycine and purine synthesis, and for DNA precursor synthesis	folA	-	1.5.1.3	ko:K00287	ko00670,ko00790,ko01100,ko01523,map00670,map00790,map01100,map01523	M00126,M00840	R00936,R00937,R00939,R00940,R02235,R02236,R11765	RC00109,RC00110,RC00158	ko00000,ko00001,ko00002,ko01000	-	-	-	DHFR_1
Smeli:SMc01443	266834.SMc01443	7.01e-147	413.0	COG0625@1|root,COG0625@2|Bacteria,1RKXB@1224|Proteobacteria,2U7JA@28211|Alphaproteobacteria,4BMJI@82115|Rhizobiaceae	28211|Alphaproteobacteria	O	Glutathione S-transferase, N-terminal domain	-	-	2.5.1.18	ko:K00799	ko00480,ko00980,ko00982,ko00983,ko01524,ko05200,ko05204,ko05225,ko05418,map00480,map00980,map00982,map00983,map01524,map05200,map05204,map05225,map05418	-	R03522,R07002,R07003,R07004,R07023,R07024,R07025,R07026,R07069,R07070,R07083,R07084,R07091,R07092,R07093,R07094,R07100,R07113,R07116,R08280,R09409,R11905	RC00004,RC00069,RC00840,RC00948,RC01704,RC01705,RC01706,RC01758,RC01759,RC01765,RC01767,RC01769,RC02243,RC02527,RC02939,RC02940,RC02942,RC02943,RC02944	ko00000,ko00001,ko01000,ko02000	1.A.12.2.2,1.A.12.3.2	-	-	GST_C,GST_C_2,GST_N
Smeli:SMc01444	266834.SMc01444	3.46e-201	555.0	COG0207@1|root,COG0207@2|Bacteria,1MUBD@1224|Proteobacteria,2TQSB@28211|Alphaproteobacteria,4BB11@82115|Rhizobiaceae	28211|Alphaproteobacteria	F	Catalyzes the reductive methylation of 2'-deoxyuridine- 5'-monophosphate (dUMP) to 2'-deoxythymidine-5'-monophosphate (dTMP) while utilizing 5,10-methylenetetrahydrofolate (mTHF) as the methyl donor and reductant in the reaction, yielding dihydrofolate (DHF) as a by-product. This enzymatic reaction provides an intracellular de novo source of dTMP, an essential precursor for DNA biosynthesis	thyA	-	2.1.1.45	ko:K00560	ko00240,ko00670,ko01100,ko01523,map00240,map00670,map01100,map01523	M00053	R02101	RC00219,RC00332	ko00000,ko00001,ko00002,ko01000	-	-	-	Thymidylat_synt
Smeli:SMc01445	266834.SMc01445	3.86e-42	138.0	2DQSX@1|root,338FY@2|Bacteria,1NDUQ@1224|Proteobacteria,2UG85@28211|Alphaproteobacteria,4BHX5@82115|Rhizobiaceae	28211|Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Smeli:SMc01446	266834.SMc01446	8.89e-47	150.0	296E6@1|root,2ZTPW@2|Bacteria,1P646@1224|Proteobacteria,2UXH5@28211|Alphaproteobacteria,4BHNU@82115|Rhizobiaceae	28211|Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Smeli:SMc01447	266834.SMc01447	1.19e-41	136.0	2EQ36@1|root,33HPI@2|Bacteria,1NJKC@1224|Proteobacteria,2UJGK@28211|Alphaproteobacteria,4BHVR@82115|Rhizobiaceae	28211|Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Smeli:SMc01448	266834.SMc01448	7.59e-107	307.0	COG5502@1|root,COG5502@2|Bacteria,1NB8V@1224|Proteobacteria,2U9GZ@28211|Alphaproteobacteria,4BEMQ@82115|Rhizobiaceae	28211|Alphaproteobacteria	S	Uncharacterized conserved protein (DUF2267)	-	-	-	-	-	-	-	-	-	-	-	-	DUF2267
Smeli:SMc01449	266834.SMc01449	3.67e-65	198.0	2ADBR@1|root,31316@2|Bacteria,1N3UC@1224|Proteobacteria,2UCTE@28211|Alphaproteobacteria,4BFW4@82115|Rhizobiaceae	28211|Alphaproteobacteria	S	Protein of unknown function (DUF2853)	-	-	-	-	-	-	-	-	-	-	-	-	DUF2853
Smeli:SMc01450	266834.SMc01450	4.91e-121	345.0	COG3814@1|root,COG3814@2|Bacteria,1N1FE@1224|Proteobacteria,2U7H9@28211|Alphaproteobacteria,4B7GP@82115|Rhizobiaceae	28211|Alphaproteobacteria	S	protein conserved in bacteria	MA20_02250	-	-	ko:K09985	-	-	-	-	ko00000	-	-	-	SspB
Smeli:SMc01451	266834.SMc01451	2.97e-41	135.0	2EFUM@1|root,339KS@2|Bacteria,1NGG6@1224|Proteobacteria,2UJA7@28211|Alphaproteobacteria,4BGSM@82115|Rhizobiaceae	28211|Alphaproteobacteria	S	Domain of unknown function (DUF4169)	-	-	-	-	-	-	-	-	-	-	-	-	DUF4169
Smeli:SMc01452	266834.SMc01452	2.34e-51	162.0	COG4321@1|root,COG4321@2|Bacteria,1N7Z2@1224|Proteobacteria,2UF7W@28211|Alphaproteobacteria,4BGXN@82115|Rhizobiaceae	28211|Alphaproteobacteria	S	protein related to arylsulfate sulfotransferase involved in siderophore biosynthesis	MA20_02235	-	-	-	-	-	-	-	-	-	-	-	RHH_4
Smeli:SMc01453	266834.SMc00721	1.84e-283	774.0	COG3385@1|root,COG3385@2|Bacteria,1R7HV@1224|Proteobacteria,2UDBU@28211|Alphaproteobacteria,4BDJ5@82115|Rhizobiaceae	28211|Alphaproteobacteria	L	FOG Transposase and inactivated derivatives	-	-	-	ko:K07495	-	-	-	-	ko00000	-	-	-	DDE_Tnp_1,DUF4372
Smeli:SMc01454	266834.SMc01454	0.0	2296.0	COG2982@1|root,COG2982@2|Bacteria,1MUNH@1224|Proteobacteria,2TT0W@28211|Alphaproteobacteria,4B7IZ@82115|Rhizobiaceae	28211|Alphaproteobacteria	M	AsmA family	asmA	-	-	ko:K07289	-	-	-	-	ko00000	-	-	-	AsmA,AsmA_2
Smeli:SMc01455	266834.SMc01455	0.0	926.0	COG0277@1|root,COG0277@2|Bacteria,1MU6Y@1224|Proteobacteria,2TR2Z@28211|Alphaproteobacteria,4B8KR@82115|Rhizobiaceae	28211|Alphaproteobacteria	C	Dehydrogenase	dld	GO:0003674,GO:0003824,GO:0004457,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005740,GO:0005743,GO:0006139,GO:0006163,GO:0006164,GO:0006725,GO:0006753,GO:0006754,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0008720,GO:0009058,GO:0009117,GO:0009123,GO:0009124,GO:0009126,GO:0009127,GO:0009141,GO:0009142,GO:0009144,GO:0009145,GO:0009150,GO:0009152,GO:0009156,GO:0009161,GO:0009165,GO:0009167,GO:0009168,GO:0009199,GO:0009201,GO:0009205,GO:0009206,GO:0009259,GO:0009260,GO:0009987,GO:0016020,GO:0016491,GO:0016614,GO:0016616,GO:0017144,GO:0018130,GO:0019438,GO:0019637,GO:0019693,GO:0019866,GO:0031090,GO:0031966,GO:0031967,GO:0031975,GO:0034641,GO:0034654,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044422,GO:0044424,GO:0044429,GO:0044444,GO:0044446,GO:0044464,GO:0046034,GO:0046390,GO:0046483,GO:0055086,GO:0055114,GO:0071704,GO:0072521,GO:0072522,GO:0090407,GO:1901135,GO:1901137,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576	1.1.1.303,1.1.1.4,1.1.2.4	ko:K00004,ko:K00102	ko00620,ko00650,map00620,map00650	-	R00197,R02855,R02946,R10504	RC00044,RC00205,RC00525	ko00000,ko00001,ko01000	-	-	-	FAD-oxidase_C,FAD_binding_4
Smeli:SMc01456	266834.SMc01456	1.32e-96	281.0	2B0DW@1|root,31SR8@2|Bacteria,1RHKN@1224|Proteobacteria,2UB8E@28211|Alphaproteobacteria	28211|Alphaproteobacteria	S	Domain of unknown function (DUF1772)	-	-	-	-	-	-	-	-	-	-	-	-	DUF1772
Smeli:SMc01457	266834.SMc01457	0.0	1913.0	COG0841@1|root,COG0841@2|Bacteria,1MU48@1224|Proteobacteria,2TQT0@28211|Alphaproteobacteria,4B8T5@82115|Rhizobiaceae	28211|Alphaproteobacteria	V	Belongs to the resistance-nodulation-cell division (RND) (TC 2.A.6) family	acrD	-	-	ko:K03296,ko:K18138	ko01501,ko01503,map01501,map01503	M00647,M00699,M00718	-	-	ko00000,ko00001,ko00002,ko01504,ko02000	2.A.6.2	-	-	ACR_tran
Smeli:SMc01458	266834.SMc01458	8.09e-263	723.0	COG0845@1|root,COG0845@2|Bacteria,1MW65@1224|Proteobacteria,2VET4@28211|Alphaproteobacteria,4B94H@82115|Rhizobiaceae	28211|Alphaproteobacteria	M	Belongs to the membrane fusion protein (MFP) (TC 8.A.1) family	-	-	-	-	-	-	-	-	-	-	-	-	HlyD_D23
Smeli:SMc01459	266834.SMc01459	1.92e-198	549.0	COG1878@1|root,COG1878@2|Bacteria,1MWWB@1224|Proteobacteria,2TSIG@28211|Alphaproteobacteria,4BEGY@82115|Rhizobiaceae	28211|Alphaproteobacteria	S	Putative cyclase	-	-	-	-	-	-	-	-	-	-	-	-	Cyclase,TAT_signal
Smeli:SMc01460	266834.SMc01460	2e-94	275.0	COG2128@1|root,COG2128@2|Bacteria,1RJ9Q@1224|Proteobacteria,2U96S@28211|Alphaproteobacteria,4BMV1@82115|Rhizobiaceae	28211|Alphaproteobacteria	S	Antioxidant protein with alkyl hydroperoxidase activity. Required for the reduction of the AhpC active site cysteine residues and for the regeneration of the AhpC enzyme activity	-	-	-	-	-	-	-	-	-	-	-	-	CMD
Smeli:SMc01461	266834.SMc01461	0.0	1713.0	COG0210@1|root,COG0210@2|Bacteria,1MU0G@1224|Proteobacteria,2TS2B@28211|Alphaproteobacteria,4B7JX@82115|Rhizobiaceae	28211|Alphaproteobacteria	L	DNA helicase	uvrD	-	3.6.4.12	ko:K03657	ko03420,ko03430,map03420,map03430	-	-	-	ko00000,ko00001,ko01000,ko03400	-	-	-	UvrD-helicase,UvrD_C
Smeli:SMc01462	266834.SMc01462	3.06e-113	324.0	COG0454@1|root,COG0454@2|Bacteria,1QU5Y@1224|Proteobacteria,2TXHF@28211|Alphaproteobacteria,4BNUN@82115|Rhizobiaceae	28211|Alphaproteobacteria	K	Acetyltransferase (GNAT) domain	-	-	-	-	-	-	-	-	-	-	-	-	Acetyltransf_1
Smeli:SMc01463	266834.SMc01463	1.95e-159	447.0	COG1926@1|root,COG1926@2|Bacteria,1RAG8@1224|Proteobacteria,2U5HS@28211|Alphaproteobacteria,4B9TC@82115|Rhizobiaceae	28211|Alphaproteobacteria	S	Phosphoribosyl transferase domain	-	-	-	ko:K07100	-	-	-	-	ko00000	-	-	-	DLH,Erythro_esteras,Pribosyltran
Smeli:SMc01464	266834.SMc01464	3.53e-278	764.0	COG2199@1|root,COG3706@2|Bacteria,1R3WW@1224|Proteobacteria,2VF9A@28211|Alphaproteobacteria,4BN7Z@82115|Rhizobiaceae	28211|Alphaproteobacteria	T	diguanylate cyclase	-	-	-	-	-	-	-	-	-	-	-	-	GGDEF
Smeli:SMc01465	266834.SMc01465	7.91e-115	329.0	COG3045@1|root,COG3045@2|Bacteria,1RDI5@1224|Proteobacteria,2VG9B@28211|Alphaproteobacteria,4B7DH@82115|Rhizobiaceae	28211|Alphaproteobacteria	S	CreA protein	creA	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0044424,GO:0044444,GO:0044464	-	ko:K05805	-	-	-	-	ko00000	-	-	-	CreA
Smeli:SMc01466	266834.SM_b20421	5.7e-261	714.0	COG5433@1|root,COG5433@2|Bacteria,1MXB5@1224|Proteobacteria,2U26E@28211|Alphaproteobacteria,4BCIN@82115|Rhizobiaceae	28211|Alphaproteobacteria	L	DDE_Tnp_1-associated	-	-	-	-	-	-	-	-	-	-	-	-	DDE_Tnp_1,DDE_Tnp_1_assoc
Smeli:SMc01468	266834.SMc01468	6.92e-106	305.0	COG0835@1|root,COG0835@2|Bacteria,1RD1W@1224|Proteobacteria,2U2QT@28211|Alphaproteobacteria,4B98R@82115|Rhizobiaceae	28211|Alphaproteobacteria	NT	Chemotaxis signal transduction protein	cheW2	-	-	ko:K03408	ko02020,ko02030,map02020,map02030	-	-	-	ko00000,ko00001,ko02035	-	-	-	CheW
Smeli:SMc01469	266834.SMc01469	0.0	1098.0	COG0840@1|root,COG0840@2|Bacteria,1MU9B@1224|Proteobacteria,2TQR7@28211|Alphaproteobacteria,4BBYK@82115|Rhizobiaceae	28211|Alphaproteobacteria	NT	methyl-accepting chemotaxis protein	mcpW	-	-	ko:K03406	ko02020,ko02030,map02020,map02030	-	-	-	ko00000,ko00001,ko02035	-	-	-	HAMP,MCPsignal
Smeli:SMc01471	266834.SMc01471	2.86e-145	409.0	COG1999@1|root,COG1999@2|Bacteria,1RHJ8@1224|Proteobacteria,2U9DV@28211|Alphaproteobacteria,4BAMF@82115|Rhizobiaceae	28211|Alphaproteobacteria	S	protein SCO1 SenC PrrC, involved in biogenesis of respiratory and photosynthetic systems	senC	-	-	ko:K07152	-	-	-	-	ko00000,ko03029	-	-	-	SCO1-SenC
Smeli:SMc01472	266834.SMc01472	2.25e-206	571.0	COG2264@1|root,COG2264@2|Bacteria,1MUPC@1224|Proteobacteria,2TTP3@28211|Alphaproteobacteria,4B9X7@82115|Rhizobiaceae	28211|Alphaproteobacteria	J	Methylates ribosomal protein L11	prmA	-	-	ko:K02687	-	-	-	-	ko00000,ko01000,ko03009	-	-	-	PrmA
Smeli:SMc04453	266834.SMc04453	9.9e-30	105.0	COG1961@1|root,COG1961@2|Bacteria	2|Bacteria	L	recombinase activity	-	-	-	-	-	-	-	-	-	-	-	-	CENP-B_N,HTH_23,HTH_7,Resolvase
Smeli:SMc01885	266834.SMc01885	0.0	1206.0	COG0006@1|root,COG0006@2|Bacteria,1MUZS@1224|Proteobacteria,2TQXN@28211|Alphaproteobacteria,4B7ZR@82115|Rhizobiaceae	28211|Alphaproteobacteria	E	aminopeptidase	pepP	-	3.4.11.9	ko:K01262	-	-	-	-	ko00000,ko01000,ko01002	-	-	-	Creatinase_N,Creatinase_N_2,Peptidase_M24,Peptidase_M24_C
Smeli:SMc01884	266834.SMc01884	3.95e-45	146.0	2END2@1|root,33G0J@2|Bacteria,1NIFI@1224|Proteobacteria,2UM8R@28211|Alphaproteobacteria	28211|Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Smeli:SMc01883	266834.SMc01883	1.14e-59	184.0	COG4541@1|root,COG4541@2|Bacteria,1NQ1U@1224|Proteobacteria,2UMIK@28211|Alphaproteobacteria,4BKY7@82115|Rhizobiaceae	28211|Alphaproteobacteria	S	Branched-chain amino acid transport protein (AzlD)	-	-	-	-	-	-	-	-	-	-	-	-	AzlD
Smeli:SMc01882	266834.SMc01882	1.28e-165	463.0	COG1296@1|root,COG1296@2|Bacteria,1MVGN@1224|Proteobacteria,2TVIA@28211|Alphaproteobacteria,4B7NB@82115|Rhizobiaceae	28211|Alphaproteobacteria	E	branched-chain amino acid permease (azaleucine resistance)	azlC	-	-	-	-	-	-	-	-	-	-	-	AzlC
Smeli:SMc01881	266834.SMc01881	1.39e-191	532.0	COG0413@1|root,COG0413@2|Bacteria,1MU3B@1224|Proteobacteria,2TQT1@28211|Alphaproteobacteria,4BAC9@82115|Rhizobiaceae	28211|Alphaproteobacteria	H	Catalyzes the reversible reaction in which hydroxymethyl group from 5,10-methylenetetrahydrofolate is transferred onto alpha-ketoisovalerate to form ketopantoate	panB	-	2.1.2.11	ko:K00606	ko00770,ko01100,ko01110,map00770,map01100,map01110	M00119	R01226	RC00022,RC00200	ko00000,ko00001,ko00002,ko01000	-	-	-	Pantoate_transf
Smeli:SMc01880	266834.SMc01880	1.3e-205	569.0	COG0414@1|root,COG0414@2|Bacteria,1MV1S@1224|Proteobacteria,2TS2D@28211|Alphaproteobacteria,4B9SZ@82115|Rhizobiaceae	28211|Alphaproteobacteria	H	Catalyzes the condensation of pantoate with beta-alanine in an ATP-dependent reaction via a pantoyl-adenylate intermediate	panC	GO:0003674,GO:0003824,GO:0004592,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006520,GO:0006573,GO:0006575,GO:0006732,GO:0006766,GO:0006767,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009081,GO:0009108,GO:0009110,GO:0009987,GO:0015939,GO:0015940,GO:0016053,GO:0016874,GO:0016879,GO:0016881,GO:0019752,GO:0032787,GO:0033317,GO:0034641,GO:0042364,GO:0042398,GO:0043436,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046394,GO:0051186,GO:0051188,GO:0071704,GO:0072330,GO:1901564,GO:1901566,GO:1901576,GO:1901605	6.3.2.1	ko:K01918	ko00410,ko00770,ko01100,ko01110,map00410,map00770,map01100,map01110	M00119	R02473	RC00096,RC00141	ko00000,ko00001,ko00002,ko01000	-	-	-	Pantoate_ligase
Smeli:SMc01879	266834.SMc01879	6.75e-92	268.0	COG3607@1|root,COG3607@2|Bacteria,1RH1T@1224|Proteobacteria,2U7DZ@28211|Alphaproteobacteria,4BFZN@82115|Rhizobiaceae	28211|Alphaproteobacteria	S	glyoxalase bleomycin resistance protein	-	-	-	ko:K07032	-	-	-	-	ko00000	-	-	-	Glyoxalase
Smeli:SMc01878	266834.SMc01878	0.0	1405.0	COG0272@1|root,COG0272@2|Bacteria,1MV3R@1224|Proteobacteria,2TRHK@28211|Alphaproteobacteria,4B7HR@82115|Rhizobiaceae	28211|Alphaproteobacteria	L	DNA ligase that catalyzes the formation of phosphodiester linkages between 5'-phosphoryl and 3'-hydroxyl groups in double-stranded DNA using NAD as a coenzyme and as the energy source for the reaction. It is essential for DNA replication and repair of damaged DNA	ligA	-	6.5.1.2	ko:K01972	ko03030,ko03410,ko03420,ko03430,map03030,map03410,map03420,map03430	-	R00382	RC00005	ko00000,ko00001,ko01000,ko03032,ko03400	-	-	-	BRCT,DNA_ligase_OB,DNA_ligase_ZBD,DNA_ligase_aden,HHH_2
Smeli:SMc01877	266834.SMc01877	0.0	1026.0	COG0497@1|root,COG0497@2|Bacteria,1MUNP@1224|Proteobacteria,2TREW@28211|Alphaproteobacteria,4B711@82115|Rhizobiaceae	28211|Alphaproteobacteria	L	May be involved in recombinational repair of damaged DNA	recN	-	-	ko:K03631	-	-	-	-	ko00000,ko03400	-	-	-	SMC_N
Smeli:SMc01876	266834.SMc01876	5.48e-201	557.0	COG4105@1|root,COG4105@2|Bacteria,1MVS5@1224|Proteobacteria,2TRZ5@28211|Alphaproteobacteria,4BAE8@82115|Rhizobiaceae	28211|Alphaproteobacteria	M	Part of the outer membrane protein assembly complex, which is involved in assembly and insertion of beta-barrel proteins into the outer membrane	bamD	-	-	ko:K05807	-	-	-	-	ko00000,ko02000	1.B.33.1	-	-	YfiO
Smeli:SMc01875	266834.SMc01875	7.45e-232	638.0	COG0774@1|root,COG0774@2|Bacteria,1MV6T@1224|Proteobacteria,2TUHH@28211|Alphaproteobacteria,4B775@82115|Rhizobiaceae	28211|Alphaproteobacteria	M	Catalyzes the hydrolysis of UDP-3-O-myristoyl-N- acetylglucosamine to form UDP-3-O-myristoylglucosamine and acetate, the committed step in lipid A biosynthesis	lpxC	-	3.5.1.108	ko:K02535	ko00540,ko01100,map00540,map01100	M00060	R04587	RC00166,RC00300	ko00000,ko00001,ko00002,ko01000,ko01005	-	-	-	LpxC
Smeli:SMc01874	266834.SMc01874	0.0	1039.0	COG0206@1|root,COG0206@2|Bacteria,1MV2X@1224|Proteobacteria,2TS1Q@28211|Alphaproteobacteria,4BC9C@82115|Rhizobiaceae	28211|Alphaproteobacteria	D	Essential cell division protein that forms a contractile ring structure (Z ring) at the future cell division site. The regulation of the ring assembly controls the timing and the location of cell division. One of the functions of the FtsZ ring is to recruit other cell division proteins to the septum to produce a new cell wall between the dividing cells. Binds GTP and shows GTPase activity	ftsZ	-	-	ko:K03531	ko04112,map04112	-	-	-	ko00000,ko00001,ko02048,ko03036,ko04812	-	-	-	FtsZ_C,Tubulin
Smeli:SMc01873	266834.SMc01873	1.28e-311	850.0	COG0849@1|root,COG0849@2|Bacteria,1MUSR@1224|Proteobacteria,2TQZB@28211|Alphaproteobacteria,4B8DN@82115|Rhizobiaceae	28211|Alphaproteobacteria	D	Cell division protein that is involved in the assembly of the Z ring. May serve as a membrane anchor for the Z ring	ftsA	-	-	ko:K03590	ko04112,map04112	-	-	-	ko00000,ko00001,ko03036,ko04812	-	-	-	FtsA,SHS2_FTSA
Smeli:SMc01872	266834.SMc01872	3.68e-205	569.0	COG1589@1|root,COG1589@2|Bacteria,1MY1Q@1224|Proteobacteria,2TQPU@28211|Alphaproteobacteria,4B9V8@82115|Rhizobiaceae	28211|Alphaproteobacteria	D	Cell division protein FtsQ	ftsQ	-	-	ko:K03589	ko04112,map04112	-	-	-	ko00000,ko00001,ko03036	-	-	-	FtsQ,POTRA_1
Smeli:SMc01871	266834.SMc01871	9e-226	621.0	COG1181@1|root,COG1181@2|Bacteria,1MUTB@1224|Proteobacteria,2TREC@28211|Alphaproteobacteria,4B7MW@82115|Rhizobiaceae	28211|Alphaproteobacteria	M	Belongs to the D-alanine--D-alanine ligase family	ddl	-	1.3.1.98,6.3.2.4	ko:K00075,ko:K01921	ko00473,ko00520,ko00550,ko01100,ko01502,map00473,map00520,map00550,map01100,map01502	-	R01150,R03191,R03192	RC00064,RC00141,RC02639	ko00000,ko00001,ko01000,ko01011	-	-	-	Dala_Dala_lig_C,Dala_Dala_lig_N
Smeli:SMc01870	266834.SMc01870	4.62e-154	433.0	COG0580@1|root,COG0580@2|Bacteria,1MXTJ@1224|Proteobacteria,2TRGG@28211|Alphaproteobacteria,4BABN@82115|Rhizobiaceae	28211|Alphaproteobacteria	G	Channel that permits osmotically driven movement of water in both directions. It is involved in the osmoregulation and in the maintenance of cell turgor during volume expansion in rapidly growing cells. It mediates rapid entry or exit of water in response to abrupt changes in osmolarity	aqpZ	-	-	ko:K06188	-	-	-	-	ko00000,ko02000	1.A.8	-	-	MIP
Smeli:SMc01869	266834.SMc01869	3.9e-303	828.0	COG0477@1|root,COG0477@2|Bacteria,1MU46@1224|Proteobacteria,2TQVP@28211|Alphaproteobacteria,4B93A@82115|Rhizobiaceae	28211|Alphaproteobacteria	EGP	Permeases of the major facilitator superfamily	yhjE	-	-	-	-	-	-	-	-	-	-	-	MFS_1,Sugar_tr
Smeli:SMc01868	266834.SMc01868	4.19e-239	656.0	COG0812@1|root,COG0812@2|Bacteria,1MXDH@1224|Proteobacteria,2TRQR@28211|Alphaproteobacteria,4B7P7@82115|Rhizobiaceae	28211|Alphaproteobacteria	M	Cell wall formation	murB	-	1.3.1.98	ko:K00075	ko00520,ko00550,ko01100,map00520,map00550,map01100	-	R03191,R03192	RC02639	ko00000,ko00001,ko01000,ko01011	-	-	-	FAD_binding_4,MurB_C
Smeli:SMc01867	266834.SMc01867	0.0	929.0	COG0773@1|root,COG0773@2|Bacteria,1MV68@1224|Proteobacteria,2TRT0@28211|Alphaproteobacteria,4B8WB@82115|Rhizobiaceae	28211|Alphaproteobacteria	M	Belongs to the MurCDEF family	murC	-	6.3.2.8	ko:K01924	ko00471,ko00550,ko01100,map00471,map00550,map01100	-	R03193	RC00064,RC00141	ko00000,ko00001,ko01000,ko01011	-	-	-	Mur_ligase,Mur_ligase_C,Mur_ligase_M
Smeli:SMc01866	266834.SMc01866	1.56e-257	707.0	COG0707@1|root,COG0707@2|Bacteria,1MVIB@1224|Proteobacteria,2TSEY@28211|Alphaproteobacteria,4B911@82115|Rhizobiaceae	28211|Alphaproteobacteria	M	Cell wall formation. Catalyzes the transfer of a GlcNAc subunit on undecaprenyl-pyrophosphoryl-MurNAc-pentapeptide (lipid intermediate I) to form undecaprenyl-pyrophosphoryl-MurNAc- (pentapeptide)GlcNAc (lipid intermediate II)	murG	-	2.4.1.227	ko:K02563	ko00550,ko01100,ko01502,ko04112,map00550,map01100,map01502,map04112	-	R05032,R05662	RC00005,RC00049	ko00000,ko00001,ko01000,ko01011	-	GT28	-	Glyco_tran_28_C,Glyco_transf_28
Smeli:SMc01865	266834.SMc01865	7.96e-272	744.0	COG0772@1|root,COG0772@2|Bacteria,1MVDB@1224|Proteobacteria,2TQSA@28211|Alphaproteobacteria,4B777@82115|Rhizobiaceae	28211|Alphaproteobacteria	D	Belongs to the SEDS family	ftsW	-	-	ko:K03588	ko04112,map04112	-	-	-	ko00000,ko00001,ko02000,ko03036	2.A.103.1	-	-	FTSW_RODA_SPOVE
Smeli:SMc01864	266834.SMc01864	0.0	901.0	COG0771@1|root,COG0771@2|Bacteria,1MVYD@1224|Proteobacteria,2TTE8@28211|Alphaproteobacteria,4B6ZF@82115|Rhizobiaceae	28211|Alphaproteobacteria	M	Cell wall formation. Catalyzes the addition of glutamate to the nucleotide precursor UDP-N-acetylmuramoyl-L-alanine (UMA)	murD	-	6.3.2.9	ko:K01925	ko00471,ko00550,ko01100,map00471,map00550,map01100	-	R02783	RC00064,RC00141	ko00000,ko00001,ko01000,ko01011	-	-	-	Mur_ligase_C,Mur_ligase_M
Smeli:SMc01863	266834.SMc01863	1.89e-254	699.0	COG0472@1|root,COG0472@2|Bacteria,1MUTK@1224|Proteobacteria,2TRUG@28211|Alphaproteobacteria,4B84D@82115|Rhizobiaceae	28211|Alphaproteobacteria	M	First step of the lipid cycle reactions in the biosynthesis of the cell wall peptidoglycan	mraY	-	2.7.8.13	ko:K01000	ko00550,ko01100,ko01502,map00550,map01100,map01502	-	R05629,R05630	RC00002,RC02753	ko00000,ko00001,ko01000,ko01011	9.B.146	-	-	Glycos_transf_4,MraY_sig1
