new.locus.tag,KEGG_ko,Name_description
SM_RS16330,K19055,"prdX, proX; Ala-tRNA(Pro) deacylase [EC:3.1.1.-]"
SM_RS16335,K05838,ybbN; putative thioredoxin
SM_RS16340,K07157,K07157; uncharacterized protein
SM_RS16345,K09791,K09791; uncharacterized protein
SM_RS16350,K03185,ubiH; 2-octaprenyl-6-methoxyphenol hydroxylase [EC:1.14.13.-]
SM_RS16355,K10805,tesB; acyl-CoA thioesterase II [EC:3.1.2.-]
SM_RS16360,K04752,glnK; nitrogen regulatory protein P-II 2
SM_RS16365,K03320,"amt, AMT, MEP; ammonium transporter, Amt family"
SM_RS16370,K03466,"ftsK, spoIIIE; DNA segregation ATPase FtsK/SpoIIIE, S-DNA-T family"
SM_RS16375,,
SM_RS16380,,
SM_RS16385,,
SM_RS16390,,
SM_RS16395,K10439,rbsB; ribose transport system substrate-binding protein
SM_RS16400,K10440,rbsC; ribose transport system permease protein
SM_RS16405,K02056,ABC.SS.A; simple sugar transport system ATP-binding protein [EC:7.5.2.-]
SM_RS16410,,
SM_RS16415,K00881,alsK; allose kinase [EC:2.7.1.55]
SM_RS16420,K01142,"E3.1.11.2, xthA; exodeoxyribonuclease III [EC:3.1.11.2]"
SM_RS16425,,
SM_RS16430,,
SM_RS16435,,
SM_RS16440,K08296,sixA; phosphohistidine phosphatase [EC:3.1.3.-]
SM_RS16445,K01703,"leuC, IPMI-L; 3-isopropylmalate/(R)-2-methylmalate dehydratase large subunit [EC:4.2.1.33 4.2.1.35]"
SM_RS16450,,
SM_RS16455,K07552,"bcr, tcaB; MFS transporter, DHA1 family, multidrug resistance protein"
SM_RS16460,K01940,"argG, ASS1; argininosuccinate synthase [EC:6.3.4.5]"
SM_RS16465,,
SM_RS16470,K05833,K05833; putative tryptophan/tyrosine transport system ATP-binding protein
SM_RS16475,K05832,K05832; putative tryptophan/tyrosine transport system permease protein
SM_RS16480,K01989,K01989; putative tryptophan/tyrosine transport system substrate-binding protein
SM_RS16485,K06941,rlmN; 23S rRNA (adenine2503-C2)-methyltransferase [EC:2.1.1.192]
SM_RS16490,,
SM_RS16495,,
SM_RS16500,K01724,"PCBD, phhB; 4a-hydroxytetrahydrobiopterin dehydratase [EC:4.2.1.96]"
SM_RS16505,K01975,"thpR; RNA 2',3'-cyclic 3'-phosphodiesterase [EC:3.1.4.58]"
SM_RS16510,K10804,tesA; acyl-CoA thioesterase I [EC:3.1.2.- 3.1.2.2 3.1.1.2 3.1.1.5]
SM_RS16515,K02003,ABC.CD.A; putative ABC transport system ATP-binding protein
SM_RS16520,K02004,ABC.CD.P; putative ABC transport system permease protein
SM_RS16525,K06890,K06890; uncharacterized protein
SM_RS16530,,
SM_RS16535,K01358,"clpP, CLPP; ATP-dependent Clp protease, protease subunit [EC:3.4.21.92]"
SM_RS16540,,
SM_RS16545,,
SM_RS16550,,
SM_RS16555,,
SM_RS16560,K01681,"ACO, acnA; aconitate hydratase [EC:4.2.1.3]"
SM_RS16565,K02193,ccmA; heme exporter protein A [EC:7.6.2.5]
SM_RS16570,K02194,ccmB; heme exporter protein B
SM_RS16575,K02195,ccmC; heme exporter protein C
SM_RS16580,K02196,ccmD; heme exporter protein D
SM_RS16585,K02199,"ccmG, dsbE; cytochrome c biogenesis protein CcmG, thiol:disulfide interchange protein DsbE"
SM_RS16590,,
SM_RS16595,K06190,ispZ; intracellular septation protein
SM_RS16600,K03110,ftsY; fused signal recognition particle receptor
SM_RS16605,K18707,mtaB; threonylcarbamoyladenosine tRNA methylthiotransferase MtaB [EC:2.8.4.5]
SM_RS16610,K01778,dapF; diaminopimelate epimerase [EC:5.1.1.7]
SM_RS16615,K03106,"SRP54, ffh; signal recognition particle subunit SRP54 [EC:3.6.5.4]"
SM_RS16620,K04092,tyrA1; chorismate mutase [EC:5.4.99.5]
SM_RS16625,K02959,"RP-S16, MRPS16, rpsP; small subunit ribosomal protein S16"
SM_RS16630,K02860,rimM; 16S rRNA processing protein RimM
SM_RS16635,K00554,trmD; tRNA (guanine37-N1)-methyltransferase [EC:2.1.1.228]
SM_RS16640,K07090,K07090; uncharacterized protein
SM_RS16645,K02884,"RP-L19, MRPL19, rplS; large subunit ribosomal protein L19"
SM_RS16650,K02030,ABC.PA.S; polar amino acid transport system substrate-binding protein
SM_RS16655,K02029,ABC.PA.P; polar amino acid transport system permease protein
SM_RS16660,K15738,uup; ABC transport system ATP-binding/permease protein
SM_RS16665,K00949,"thiN, TPK1, THI80; thiamine pyrophosphokinase [EC:2.7.6.2]"
SM_RS16670,,
SM_RS16675,K02064,"thiB, tbpA; thiamine transport system substrate-binding protein"
SM_RS16680,K02063,thiP; thiamine transport system permease protein
SM_RS16685,K02062,thiQ; thiamine transport system ATP-binding protein [EC:7.6.2.15]
SM_RS16690,,
SM_RS16695,K03089,rpoH; RNA polymerase sigma-32 factor
SM_RS16700,K07736,"carD; CarD family transcriptional regulator, regulator of rRNA transcription"
SM_RS16705,K05524,fdxA; ferredoxin
SM_RS16710,K04762,hslR; ribosome-associated heat shock protein Hsp15
SM_RS16715,K17675,"SUPV3L1, SUV3; ATP-dependent RNA helicase SUPV3L1/SUV3 [EC:3.6.4.13]"
SM_RS16720,K00023,phbB; acetoacetyl-CoA reductase [EC:1.1.1.36]
SM_RS16725,K00626,"ACAT, atoB; acetyl-CoA C-acetyltransferase [EC:2.3.1.9]"
SM_RS16730,,
SM_RS16735,K02911,"RP-L32, MRPL32, rpmF; large subunit ribosomal protein L32"
SM_RS16740,K00799,"GST, gst; glutathione S-transferase [EC:2.5.1.18]"
SM_RS16745,K03814,mtgA; monofunctional glycosyltransferase [EC:2.4.1.129]
SM_RS16750,K00795,ispA; farnesyl diphosphate synthase [EC:2.5.1.1 2.5.1.10]
SM_RS16755,K00817,hisC; histidinol-phosphate aminotransferase [EC:2.6.1.9]
SM_RS16760,,
SM_RS16765,,
SM_RS16770,K03526,"gcpE, ispG; (E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase [EC:1.17.7.1 1.17.7.3]"
SM_RS16775,,
SM_RS16780,,
SM_RS16785,K02424,"tcyA, tcyJ, fliY; L-cystine transport system substrate-binding protein"
SM_RS16790,,
SM_RS16795,K10009,"tcyB, tcyL; L-cystine transport system permease protein"
SM_RS16800,K10010,"tcyC, tcyN; L-cystine transport system ATP-binding protein [EC:7.4.2.1]"
SM_RS16805,K01958,"PC, pyc; pyruvate carboxylase [EC:6.4.1.1]"
SM_RS16810,K07782,"sdiA; LuxR family transcriptional regulator, quorum-sensing system regulator SdiA"
SM_RS16820,,
SM_RS16825,K24819,"ndvA; ATP-binding cassette, subfamily B, beta-glucan exporter [EC:7.5.2.3]"
SM_RS16830,,
SM_RS16835,,
SM_RS16840,K13688,"chvB, cgs, ndvB; cyclic beta-1,2-glucan synthetase [EC:2.4.1.-]"
SM_RS16850,K03566,"gcvA; LysR family transcriptional regulator, glycine cleavage system transcriptional activator"
SM_RS16855,K25986,ydcJ; 2-oxoadipate dioxygenase/decarboxylase [EC:1.13.11.93]
SM_RS16860,,
SM_RS16865,K26061,amaB; L-aminoadipate-semialdehyde dehydrogenase
SM_RS16870,K00812,aspB; aspartate aminotransferase [EC:2.6.1.1]
SM_RS16875,,
SM_RS16880,K00822,E2.6.1.18; beta-alanine--pyruvate transaminase [EC:2.6.1.18]
SM_RS16885,K11529,"gck, gckA, GLYCTK; glycerate 2-kinase [EC:2.7.1.165]"
SM_RS16890,,
SM_RS16895,,
SM_RS16900,,
SM_RS16905,K10112,"msmX, msmK, malK, sugC, ggtA, msiK; multiple sugar transport system ATP-binding protein [EC:7.5.2.-]"
SM_RS16910,K17317,"gtsC, glcG; glucose/mannose transport system permease protein"
SM_RS16915,K17316,"gtsB, glcF; glucose/mannose transport system permease protein"
SM_RS16920,K17315,"gtsA, glcE; glucose/mannose transport system substrate-binding protein"
SM_RS16925,,
SM_RS16930,,
SM_RS16935,,
SM_RS16940,K19181,"afr; 1,5-anhydro-D-fructose reductase (1,5-anhydro-D-mannitol-forming) [EC:1.1.1.292]"
SM_RS16945,K02529,"lacI, galR; LacI family transcriptional regulator"
SM_RS16950,,
SM_RS16955,K01284,dcp; peptidyl-dipeptidase Dcp [EC:3.4.15.5]
SM_RS16960,,
SM_RS16965,K00052,"leuB, IMDH; 3-isopropylmalate dehydrogenase [EC:1.1.1.85]"
SM_RS16970,,
SM_RS16975,,
SM_RS16980,K18828,"mvpA, vapC; tRNA(fMet)-specific endonuclease VapC [EC:3.1.-.-]"
SM_RS16985,K18829,"mvpT, vapB; antitoxin VapB"
SM_RS16990,K00133,asd; aspartate-semialdehyde dehydrogenase [EC:1.2.1.11]
SM_RS16995,,
SM_RS17000,K01673,"cynT, can; carbonic anhydrase [EC:4.2.1.1]"
SM_RS17005,K00868,"pdxK, pdxY; pyridoxine kinase [EC:2.7.1.35]"
SM_RS17010,K15371,GDH2; glutamate dehydrogenase [EC:1.4.1.2]
SM_RS17015,K06902,"UMF1; MFS transporter, UMF1 family"
SM_RS17020,K00602,purH; phosphoribosylaminoimidazolecarboxamide formyltransferase / IMP cyclohydrolase [EC:2.1.2.3 3.5.4.10]
SM_RS17025,,
SM_RS17030,K03500,"rsmB, sun; 16S rRNA (cytosine967-C5)-methyltransferase [EC:2.1.1.176]"
SM_RS17035,K03799,htpX; heat shock protein HtpX [EC:3.4.24.-]
SM_RS17040,,
SM_RS17045,K01895,"ACSS1_2, acs; acetyl-CoA synthetase [EC:6.2.1.1]"
SM_RS17050,K09987,K09987; uncharacterized protein
SM_RS17055,K01908,"ACSS3, prpE; propionyl-CoA synthetase [EC:6.2.1.17]"
SM_RS17060,K06997,"yggS, PROSC; PLP dependent protein"
SM_RS17065,K01869,"LARS, leuS; leucyl-tRNA synthetase [EC:6.1.1.4]"
SM_RS17070,K03643,"lptE, rlpB; LPS-assembly lipoprotein"
SM_RS17075,K02340,holA; DNA polymerase III subunit delta [EC:2.7.7.7]
SM_RS17080,K03497,"parB, spo0J; ParB family transcriptional regulator, chromosome partitioning protein"
SM_RS17085,K03496,"parA, soj; chromosome partitioning protein"
SM_RS17090,K03501,"gidB, rsmG; 16S rRNA (guanine527-N7)-methyltransferase [EC:2.1.1.170]"
SM_RS17095,K03495,"gidA, mnmG, MTO1; tRNA uridine 5-carboxymethylaminomethyl modification enzyme"
SM_RS17100,K03650,"mnmE, trmE, MSS1; tRNA modification GTPase [EC:3.6.-.-]"
SM_RS17105,K03628,rho; transcription termination factor Rho
SM_RS17110,K08973,hemJ; protoporphyrinogen IX oxidase [EC:1.3.99.-]
SM_RS00005,K01599,"hemE, UROD; uroporphyrinogen decarboxylase [EC:4.1.1.37]"
SM_RS24725,K00123,"fdoG, fdhF, fdwA; formate dehydrogenase major subunit [EC:1.17.1.9]"
SM_RS24730,K00124,"fdoH, fdsB; formate dehydrogenase iron-sulfur subunit"
SM_RS24735,K00127,"fdoI, fdsG; formate dehydrogenase subunit gamma"
SM_RS24740,K02380,fdhE; FdhE protein
SM_RS24745,K01042,selA; L-seryl-tRNA(Ser) seleniumtransferase [EC:2.9.1.1]
SM_RS24750,K07126,K07126; uncharacterized protein
SM_RS24755,K03833,"selB, EEFSEC; selenocysteine-specific elongation factor"
SM_RS24765,,
SM_RS24795,,
SM_RS24800,,
SM_RS24805,,
SM_RS24810,K01008,"selD, SEPHS; selenide, water dikinase [EC:2.7.9.3]"
SM_RS24815,,
SM_RS24820,K01406,prtC; serralysin [EC:3.4.24.40]
SM_RS24825,,
SM_RS24830,,
SM_RS24835,,
SM_RS24840,,
SM_RS24845,K01674,cah; carbonic anhydrase [EC:4.2.1.1]
SM_RS24850,,
SM_RS24870,K01706,gudD; glucarate dehydratase [EC:4.2.1.40]
SM_RS24875,,
SM_RS24880,,
SM_RS24885,,
SM_RS24890,,
SM_RS24895,,
SM_RS24900,,
SM_RS24905,K22293,"rspR; GntR family transcriptional regulator, rspAB operon transcriptional repressor"
SM_RS24910,K02058,ABC.SS.S; simple sugar transport system substrate-binding protein
SM_RS24915,K02057,ABC.SS.P; simple sugar transport system permease protein
SM_RS24920,K02056,ABC.SS.A; simple sugar transport system ATP-binding protein [EC:7.5.2.-]
SM_RS24925,,
SM_RS24930,K01785,"galM, GALM; aldose 1-epimerase [EC:5.1.3.3]"
SM_RS24935,K02529,"lacI, galR; LacI family transcriptional regulator"
SM_RS24940,K02029,ABC.PA.P; polar amino acid transport system permease protein
SM_RS24945,K02029,ABC.PA.P; polar amino acid transport system permease protein
SM_RS24950,K02030,ABC.PA.S; polar amino acid transport system substrate-binding protein
SM_RS24955,K02028,ABC.PA.A; polar amino acid transport system ATP-binding protein [EC:7.4.2.1]
SM_RS24960,,
SM_RS24965,,
SM_RS24970,,
SM_RS24975,,
SM_RS24980,K00824,dat; D-alanine transaminase [EC:2.6.1.21]
SM_RS24985,K01266,"dmpA, dap; D-aminopeptidase [EC:3.4.11.19]"
SM_RS24990,K21645,"hypT, qseD; LysR family transcriptional regulator, hypochlorite-specific transcription factor HypT"
SM_RS24995,,
SM_RS25000,K02035,ABC.PE.S; peptide/nickel transport system substrate-binding protein
SM_RS25005,K02033,ABC.PE.P; peptide/nickel transport system permease protein
SM_RS25010,K02034,ABC.PE.P1; peptide/nickel transport system permease protein
SM_RS25015,K02031,ddpD; peptide/nickel transport system ATP-binding protein
SM_RS25020,K02032,ddpF; peptide/nickel transport system ATP-binding protein
SM_RS32050,,
SM_RS25030,,
SM_RS25035,,
SM_RS25040,,
SM_RS25045,,
SM_RS25050,K18997,cbpM; chaperone modulatory protein CbpM
SM_RS25055,,
SM_RS25060,,
SM_RS25065,K04077,"groEL, HSPD1; chaperonin GroEL [EC:5.6.1.7]"
SM_RS25070,K04078,"groES, HSPE1; chaperonin GroES"
SM_RS25075,K03704,cspA; cold shock protein
SM_RS25080,,
SM_RS25085,K10255,"FAD6, desA; acyl-lipid omega-6 desaturase (Delta-12 desaturase) [EC:1.14.19.23 1.14.19.45]"
SM_RS25090,,
SM_RS25095,,
SM_RS25100,,
SM_RS25105,,
SM_RS25110,,
SM_RS25115,,
SM_RS25120,,
SM_RS25125,K03088,"rpoE; RNA polymerase sigma-70 factor, ECF subfamily"
SM_RS25130,,
SM_RS25140,,
SM_RS25145,,
SM_RS25150,K18661,matB; malonyl-CoA/methylmalonyl-CoA synthetase [EC:6.2.1.76 6.2.1.-]
SM_RS25160,,
SM_RS25165,,
SM_RS25170,,
SM_RS25175,K02280,"cpaC, rcpA; pilus assembly protein CpaC"
SM_RS25180,,
SM_RS25185,,
SM_RS25190,,
SM_RS25195,,
SM_RS25200,K06889,K06889; uncharacterized protein
SM_RS25205,K22468,ppk2; polyphosphate kinase [EC:2.7.4.34]
SM_RS25210,,
SM_RS25225,K03566,"gcvA; LysR family transcriptional regulator, glycine cleavage system transcriptional activator"
SM_RS25230,,
SM_RS25235,K03704,cspA; cold shock protein
SM_RS25240,K08167,"smvA, qacA, lfrA; MFS transporter, DHA2 family, multidrug resistance protein"
SM_RS25245,,
SM_RS25255,,
SM_RS25265,,
SM_RS25270,,
SM_RS25275,K01053,"gnl, RGN; gluconolactonase [EC:3.1.1.17]"
SM_RS25280,K10440,rbsC; ribose transport system permease protein
SM_RS25285,K10440,rbsC; ribose transport system permease protein
SM_RS25290,K10441,rbsA; ribose transport system ATP-binding protein [EC:7.5.2.7]
SM_RS25295,K10439,rbsB; ribose transport system substrate-binding protein
SM_RS25300,,
SM_RS25305,,
SM_RS25310,,
SM_RS25320,K01815,kduI; 4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase [EC:5.3.1.17]
SM_RS25325,K02056,ABC.SS.A; simple sugar transport system ATP-binding protein [EC:7.5.2.-]
SM_RS25330,K02057,ABC.SS.P; simple sugar transport system permease protein
SM_RS25335,K02058,ABC.SS.S; simple sugar transport system substrate-binding protein
SM_RS25340,,
SM_RS25345,,
SM_RS25350,,
SM_RS25355,K08167,"smvA, qacA, lfrA; MFS transporter, DHA2 family, multidrug resistance protein"
SM_RS25360,,
SM_RS25365,K00262,"E1.4.1.4, gdhA; glutamate dehydrogenase (NADP+) [EC:1.4.1.4]"
SM_RS25370,,
SM_RS25380,K00697,otsA; trehalose 6-phosphate synthase [EC:2.4.1.15 2.4.1.347]
SM_RS25385,K22186,xylD; xylonate dehydratase [EC:4.2.1.82]
SM_RS25390,K00042,"garR, glxR; 2-hydroxy-3-oxopropionate reductase [EC:1.1.1.60]"
SM_RS25395,K22025,denD; D-erythronate 2-dehydrogenase [EC:1.1.1.410]
SM_RS25400,,
SM_RS25405,,
SM_RS25410,,
SM_RS25415,K21394,yiaM; TRAP-type transport system small permease protein
SM_RS25420,K21393,yiaN; TRAP-type transport system large permease protein
SM_RS25425,K21395,yiaO; TRAP-type transport system periplasmic protein
SM_RS25430,,
SM_RS25435,K02342,dnaQ; DNA polymerase III subunit epsilon [EC:2.7.7.7]
SM_RS25440,K00317,dmd-tmd; dimethylamine/trimethylamine dehydrogenase [EC:1.5.8.1 1.5.8.2]
SM_RS25445,K01432,AFMID; arylformamidase [EC:3.5.1.9]
SM_RS25450,K00135,gabD; succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.79 1.2.1.20]
SM_RS25455,,
SM_RS25460,,
SM_RS25465,,
SM_RS25470,K10441,rbsA; ribose transport system ATP-binding protein [EC:7.5.2.7]
SM_RS25475,K10440,rbsC; ribose transport system permease protein
SM_RS25480,K10439,rbsB; ribose transport system substrate-binding protein
SM_RS25485,K05520,pfpI; protease I [EC:3.5.1.124]
SM_RS25490,,
SM_RS25500,,
SM_RS25505,,
SM_RS25510,K08365,"merR; MerR family transcriptional regulator, mercuric resistance operon regulatory protein"
SM_RS25515,,
SM_RS25525,,
SM_RS25530,,
SM_RS25535,,
SM_RS25540,,
SM_RS25545,K02031/K02032,
SM_RS25550,K02034,ABC.PE.P1; peptide/nickel transport system permease protein
SM_RS25555,K02033,ABC.PE.P; peptide/nickel transport system permease protein
SM_RS25560,,
SM_RS25565,K02035,ABC.PE.S; peptide/nickel transport system substrate-binding protein
SM_RS25570,,
SM_RS25575,K01745,"hutH, HAL; histidine ammonia-lyase [EC:4.3.1.3]"
SM_RS25580,,
SM_RS25585,,
SM_RS25590,,
SM_RS25595,,
SM_RS25600,,
SM_RS25605,K01607,pcaC; 4-carboxymuconolactone decarboxylase [EC:4.1.1.44]
SM_RS25615,K07506,K07506; AraC family transcriptional regulator
SM_RS25620,,
SM_RS25625,,
SM_RS25630,,
SM_RS25635,,
SM_RS25640,,
SM_RS25645,K18009,"budC; meso-butanediol dehydrogenase / (S,S)-butanediol dehydrogenase / diacetyl reductase [EC:1.1.1.- 1.1.1.76 1.1.1.304]"
SM_RS25655,,
SM_RS25660,,
SM_RS25665,,
SM_RS25670,K03809,wrbA; NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2]
SM_RS25675,,
SM_RS25680,,
SM_RS25685,,
SM_RS25690,,
SM_RS25695,K06988,fno; 8-hydroxy-5-deazaflavin:NADPH oxidoreductase [EC:1.5.1.40]
SM_RS25700,,
SM_RS25705,,
SM_RS25710,,
SM_RS32080,,
SM_RS32085,,
SM_RS25725,K07497,K07497; putative transposase
SM_RS25730,,
SM_RS32090,,
SM_RS25735,,
SM_RS25745,,
SM_RS25750,K15975,K15975; glyoxalase family protein
SM_RS25755,,
SM_RS25760,,
SM_RS25765,,
SM_RS25770,,
SM_RS25775,,
SM_RS25780,K07493,K07493; putative transposase
SM_RS25785,K00817,hisC; histidinol-phosphate aminotransferase [EC:2.6.1.9]
SM_RS25790,,
SM_RS25795,K02052,ABC.SP.A; putative spermidine/putrescine transport system ATP-binding protein
SM_RS25800,K02055,ABC.SP.S; putative spermidine/putrescine transport system substrate-binding protein
SM_RS25805,K02054,ABC.SP.P1; putative spermidine/putrescine transport system permease protein
SM_RS25810,K02053,ABC.SP.P; putative spermidine/putrescine transport system permease protein
SM_RS25815,K00013,hisD; histidinol dehydrogenase [EC:1.1.1.23]
SM_RS25820,,
SM_RS25825,K05836,"hutC; GntR family transcriptional regulator, histidine utilization repressor"
SM_RS25830,,
SM_RS25835,,
SM_RS25840,K07486,K07486; transposase
SM_RS25845,,
SM_RS25855,,
SM_RS25875,,
SM_RS25880,,
SM_RS25890,K01971,ligD; bifunctional non-homologous end joining protein LigD [EC:6.5.1.1]
SM_RS25895,K10979,ku; DNA end-binding protein Ku
SM_RS25900,K09144,K09144; uncharacterized protein
SM_RS25905,,
SM_RS25915,,
SM_RS25925,,
SM_RS25930,,
SM_RS25935,K07497,K07497; putative transposase
SM_RS25940,,
SM_RS25945,,
SM_RS25960,K07062,fitB; toxin FitB [EC:3.1.-.-]
SM_RS25970,K07493,K07493; putative transposase
SM_RS25975,,
SM_RS25980,,
SM_RS25985,K02035,ABC.PE.S; peptide/nickel transport system substrate-binding protein
SM_RS25990,K02033,ABC.PE.P; peptide/nickel transport system permease protein
SM_RS25995,K02034,ABC.PE.P1; peptide/nickel transport system permease protein
SM_RS26000,K02031/K02032,
SM_RS26005,K07473,dinJ; DNA-damage-inducible protein J
SM_RS26010,,
SM_RS26015,K07481,"K07481; transposase, IS5 family"
SM_RS26020,K00122,FDH; formate dehydrogenase [EC:1.17.1.9]
SM_RS32110,,
SM_RS26030,,
SM_RS26035,,
SM_RS26040,,
SM_RS26045,K10025,aotP; arginine/ornithine transport system ATP-binding protein [EC:7.4.2.1]
SM_RS26050,K10023,aotM; arginine/ornithine transport system permease protein
SM_RS26055,K10024,aotQ; arginine/ornithine transport system permease protein
SM_RS26060,K10022,aotJ; arginine/ornithine transport system substrate-binding protein
SM_RS26065,K21829,dauR; D-arginine utilization repressor
SM_RS26070,,
SM_RS26075,,
SM_RS26080,K02029,ABC.PA.P; polar amino acid transport system permease protein
SM_RS26085,K02029,ABC.PA.P; polar amino acid transport system permease protein
SM_RS26090,K02030,ABC.PA.S; polar amino acid transport system substrate-binding protein
SM_RS26095,K02028,ABC.PA.A; polar amino acid transport system ATP-binding protein [EC:7.4.2.1]
SM_RS26100,,
SM_RS26105,K00098,idnD; L-idonate 5-dehydrogenase [EC:1.1.1.264]
SM_RS26110,K00046,idnO; gluconate 5-dehydrogenase [EC:1.1.1.69]
SM_RS26115,K00851,"idnK, gntK; gluconokinase [EC:2.7.1.12]"
SM_RS26120,K00042,"garR, glxR; 2-hydroxy-3-oxopropionate reductase [EC:1.1.1.60]"
SM_RS26125,,
SM_RS26130,,
SM_RS26135,K02012,"afuA, fbpA; iron(III) transport system substrate-binding protein"
SM_RS26140,K02011,"afuB, fbpB; iron(III) transport system permease protein"
SM_RS26145,K02010,"afuC, fbpC; iron(III) transport system ATP-binding protein [EC:7.2.2.7]"
SM_RS26150,,
SM_RS26155,,
SM_RS32120,,
SM_RS26165,,
SM_RS26175,,
SM_RS26180,,
SM_RS26185,K21495,fitA; antitoxin FitA
SM_RS26195,,
SM_RS26200,,
SM_RS26210,,
SM_RS26215,,
SM_RS26220,K01607,pcaC; 4-carboxymuconolactone decarboxylase [EC:4.1.1.44]
SM_RS26225,,
SM_RS26230,,
SM_RS26235,,
SM_RS26240,,
SM_RS26245,,
SM_RS26250,,
SM_RS26260,K19092,parE1_3_4; toxin ParE1/3/4
SM_RS26265,,
SM_RS26270,K01999,livK; branched-chain amino acid transport system substrate-binding protein
SM_RS26275,K01768,E4.6.1.1; adenylate cyclase [EC:4.6.1.1]
SM_RS26280,K15578,"nrtC, nasD; nitrate/nitrite transport system ATP-binding protein [EC:7.3.2.4]"
SM_RS26285,K15577,"nrtB, nasE, cynB; nitrate/nitrite transport system permease protein"
SM_RS26290,K15576,"nrtA, nasF, cynA; nitrate/nitrite transport system substrate-binding protein"
SM_RS26300,K07154,hipA; serine/threonine-protein kinase HipA [EC:2.7.11.1]
SM_RS26305,,
SM_RS26315,,
SM_RS26320,,
SM_RS26330,,
SM_RS26335,,
SM_RS26340,,
SM_RS26350,K00404,ccoN; cytochrome c oxidase cbb3-type subunit I [EC:7.1.1.9]
SM_RS26355,K00405,ccoO; cytochrome c oxidase cbb3-type subunit II
SM_RS26360,K00407,ccoQ; cytochrome c oxidase cbb3-type subunit IV
SM_RS26365,K00406,ccoP; cytochrome c oxidase cbb3-type subunit III
SM_RS26375,,
